Id,Title,Year,Runtime,Country,imdbRating,imdbVotes,Budget,Gross,WinsNoms,IsGoodRating
16968,Pretty Woman,1990,119,USA,6.9,213275,14000000,432645872,19,1
17104,Tremors,1990,96,USA,7.1,89905,10000000,16667084,5,1
17220,Australia,2008,165,"Australia, USA, UK",6.6,102343,130000000,215080810,45,1
17430,Friday the 13th Part VIII: Jason Takes Manhattan,1989,100,"USA, Canada",4.5,23003,5000000,14343976,2,0
17434,It's Kind of a Funny Story,2010,101,USA,7.2,105914,8000000,6632950,2,1
17635,New York Stories,1989,124,USA,6.4,13594,15000000,10763469,1,1
17686,Pet Sematary,1989,103,USA,6.6,63840,11500000,57469179,6,1
17718,Red Riding Hood,2011,100,"USA, Canada",5.4,91007,42000000,91678442,5,0
18025,Child's Play,1988,87,USA,6.5,61913,9000000,44196684,5,1
18144,Friday the 13th Part VII: The New Blood,1988,88,USA,5.3,21325,2800000,19170001,4,0
18173,Halloween 4: The Return of Michael Myers,1988,88,USA,5.9,29195,5000000,17768757,2,0
18246,Lady in White,1988,112,USA,6.7,4696,4700000,1705139,5,1
18315,My Stepmother Is an Alien,1988,105,USA,5.2,21080,16000000,13854000,4,0
18316,Mystic Pizza,1988,104,USA,6.2,18320,6000000,12793213,5,1
18357,Phantasm II,1988,97,USA,6.5,9503,3000000,7000000,2,0
18370,Poltergeist III,1988,98,USA,4.5,13166,9500000,14114000,2,0
18383,Pulse,2006,90,USA,4.7,24971,20500000,30241435,1,0
18504,They Live,1988,93,USA,7.3,73494,4000000,13000000,3,1
18711,Creepshow 2,1987,92,USA,6,15975,3500000,14000000,1,0
18785,Evil Dead II,1987,84,USA,7.8,113371,3500000,5923044,5,1
18792,Fatal Attraction,1987,119,USA,6.9,55017,14000000,320100000,29,1
18849,Hellraiser,1987,94,UK,7,76399,1000000,14564000,7,1
18963,Maurice,1987,140,UK,7.8,10786,2600000,3130592,5,1
19060,Predator,1987,107,USA,7.8,290318,18000000,98267558,8,1
19159,Stranded,2013,84,"Canada, UK",3.5,3344,1900000,285593,0,0
19524,Invaders from Mars,1986,100,USA,5.5,5208,12000000,4984663,2,0
19565,Legal Eagles,1986,116,USA,5.9,7778,40000000,49851591,1,1
19573,Little Shop of Horrors,1986,94,USA,6.9,49349,30000000,38747385,15,1
19735,She's Gotta Have It,1986,84,USA,6.5,4649,175000,7137502,4,1
19793,Top Gun,1986,110,USA,6.9,218871,15000000,356800601,16,1
20030,Fright Night,2011,106,USA,6.4,84986,30000000,40520649,9,1
20115,Lifeforce,1985,116,"UK, USA",6.1,15531,25000000,11603545,3,1
20139,Mata Hari,1931,89,USA,6.7,2422,558000,900000,0,1
20197,Out of Africa,1985,161,"USA, UK",7.2,52254,31000000,258210860,57,1
20297,Silver Bullet,1985,95,"USA, Netherlands",6.3,16508,7000000,10803211,1,1
20397,Witness,1985,112,USA,7.4,66968,12000000,65532576,38,1
20486,C.H.U.D.,1984,88,USA,5.5,7544,1250000,4700000,2,0
20561,Firestarter,1984,114,USA,6,22552,15000000,15136870,2,0
20594,Gremlins,1984,106,USA,7.2,141795,11000000,148168459,13,1
20832,Splash,1984,111,USA,6.2,54549,8000000,62599495,11,1
21068,Flashdance,1983,95,USA,6.1,35125,7000000,201463574,25,0
21380,Videodrome,1983,87,Canada,7.3,60424,5952000,2120439,10,1
21415,50/50,2011,100,USA,7.7,270012,8000000,41334735,40,1
21488,By the Sea,2015,122,"USA, France",5.2,7917,20000000,3407430,1,0
21492,Cat People,1982,118,USA,6.1,14232,12500000,21000000,3,1
21515,Creepshow,1982,120,USA,6.9,29931,8000000,20036244,2,1
21827,Tootsie,1982,116,USA,7.4,77235,15000000,177200000,54,1
21844,Venom,2005,87,USA,4.7,8019,25000000,881745,0,0
21998,Endless Love,2014,104,USA,6.3,31242,20000000,34614964,1,0
22029,Friday the 13th Part 2,1981,87,USA,6.1,39589,1250000,21722776,3,0
22049,Halloween II,1981,92,USA,6.5,50830,2500000,25533818,3,0
22139,My Bloody Valentine,2009,101,USA,5.5,45569,14000000,102836002,1,1
22214,Roar,1981,102,USA,6.4,1262,17000000,2110050,0,1
22458,Dressed to Kill,1980,105,USA,7.1,23891,6500000,31899000,11,1
22650,Prom Night,2008,88,"USA, Canada",3.9,27506,18000000,57193655,4,0
22698,Somewhere in Time,1980,103,USA,7.3,21026,5100000,9709597,10,1
22724,Terror Train,1980,97,"Canada, USA",5.9,6539,3500000,8000000,5,0
22744,Tusk,2014,102,USA,5.4,30942,3000000,1821983,5,1
22756,Virus,1999,99,"USA, UK, Germany, Japan, France",4.8,21950,75000000,30626690,0,0
22785,Alien,1979,117,"UK, USA",8.5,562249,90000000,203630630,36,1
23049,Prophecy,1979,102,USA,5.4,2940,12000000,22673340,0,0
23079,Seven Pounds,2008,123,USA,7.7,232648,54000000,166617328,11,0
23152,When a Stranger Calls,2006,87,USA,5,34680,15000000,67215435,3,0
23233,Coming Home,1978,127,USA,7.3,9389,3000000,32653000,28,1
23249,Days of Heaven,1978,94,USA,8,37563,30000000,3660880,25,1
23305,Grease,1978,110,USA,7.2,169651,6000000,387513770,11,1
23343,Jaws 2,1978,116,USA,5.7,51171,20000000,208900376,0,1
23389,Mirrors,2008,110,"USA, Romania, Germany",6.2,86122,35000000,77220596,2,0
23572,Annie Hall,1977,93,USA,8.1,192521,40000000,38251425,38,1
23664,Exorcist II: The Heretic,1977,118,USA,3.7,16327,14000000,25011000,1,0
23739,Kingdom of the Spiders,1977,97,USA,5.9,3259,500000,17000000,3,1
23899,Victor Frankenstein,2015,110,"USA, UK, Canada",6,28048,40000000,33175076,4,0
24157,Network,1976,121,USA,8.1,103145,38000000,23689877,44,1
24204,Robin and Marian,1976,106,"USA, UK",6.6,8945,5000000,8000000,0,1
24233,Silent Movie,1976,87,USA,6.7,12638,4400000,36145695,6,1
24434,The Great Gatsby,2013,143,"Australia, USA",7.3,361953,190000000,351040419,119,1
24703,Benji,1974,86,USA,6.1,3403,500000,31559560,2,1
24907,Once,2007,85,Ireland,7.9,90608,150000,23344056,51,1
25678,Slither,2006,95,"Canada, USA",6.5,61853,15250000,12930343,7,1
27024,Rosemary's Baby,1968,136,USA,8,140824,32000000,33395426,22,1
27028,San Francisco,1936,115,USA,7.3,3777,1300000,5273000,8,1
27842,Doctor Zhivago,1965,197,"USA, Italy, UK",8,55790,11000000,111859493,34,1
28431,Donovan's Reef,1963,109,USA,6.9,5803,2686000,6600000,0,1
28902,Weekend,2011,97,UK,7.7,19757,190000,1577585,38,1
29758,Cat on a Hot Tin Roof,1958,108,USA,8.1,33714,30000000,17570324,18,1
30222,Just My Luck,2006,103,USA,5.3,44039,28000000,38159905,7,0
30592,Love Me Tender,1956,89,USA,6.2,2636,1000000,9000000,0,1
30710,Trapeze,1956,105,USA,6.8,3038,4000000,14400000,4,1
30728,War and Peace,1956,208,"USA, Italy",6.8,6730,6000000,12500000,18,0
31309,On the Waterfront,1954,108,USA,8.2,100508,9100000,9600000,38,1
31573,From Here to Eternity,1953,118,USA,7.8,33981,1650000,30500000,29,1
31668,Never Let Me Go,2010,103,"UK, USA",7.2,109867,15000000,11173718,33,1
32102,Singin' in the Rain,1952,103,USA,8.3,149909,25400000,7200000,14,1
32500,Strangers on a Train,1951,101,USA,8.1,96533,12000000,7000000,3,1
34281,Bewitched,2005,102,USA,4.8,58768,80000000,131159306,14,0
34474,Spellbound,1945,111,USA,7.6,32899,1500000,7000000,8,1
34610,Dark Shadows,2012,113,"USA, Australia",6.2,198694,150000000,238202668,14,1
36317,Up in the Air,2009,109,USA,7.4,270101,30000000,166842739,234,1
36714,Alexander's Ragtime Band,1938,106,USA,7,1351,2000000,4000000,7,1
38117,Top Hat,1935,101,USA,7.8,13057,609000,3202000,8,1
38284,It Happened One Night,1934,105,USA,8.2,64845,3250000,2500000,11,1
38332,The Texas Chainsaw Massacre,2003,98,USA,6.2,108659,9000000,107967319,18,0
38481,42nd Street,1933,89,USA,7.7,7911,439000,2281000,3,1
38675,Morning Glory,2010,107,USA,6.5,58849,40000000,59795070,3,1
39569,Flight,2012,138,USA,7.3,263635,31000000,160558438,59,1
39997,Leap Year,2010,100,"USA, Ireland",6.4,71157,19000000,32618920,0,0
11695,Lights Out,2016,81,USA,7,8933,5000000,110565354,0,1
11823,The Neon Demon,2016,118,"France, Denmark, USA",7,10030,7500000,2226887,4,1
11945,The Shallows,2016,86,USA,6.8,12242,13000000,84621429,1,1
12039,Me Before You,2016,110,"UK, USA",7.6,42758,20000000,182945075,2,1
12337,My Big Fat Greek Wedding 2,2016,94,"USA, Canada",6.1,13257,18000000,91651878,0,0
12438,The Perfect Match,2016,96,USA,4.4,1079,5000000,9669521,0,0
12439,10 Cloverfield Lane,2016,104,USA,7.3,121566,5000000,106582999,0,1
12784,How to Be Single,2016,110,USA,6.1,39314,37000000,99595932,0,1
13027,The Boy,2016,97,"USA, China, Canada",6,35297,10000000,68220952,0,0
13124,The Forest,2016,93,USA,4.8,20391,10000000,39803818,0,0
13880,Krampus,2015,98,USA,6.2,29384,15000000,61788393,10,1
14393,Brooklyn,2015,111,"UK, Canada, Ireland",7.5,72816,11000000,62076141,174,1
14706,Freeheld,2015,103,USA,6.5,5758,7000000,1732228,7,1
14985,The Visit,2015,94,USA,6.2,65134,5000000,98316555,11,1
15191,We Are Your Friends,2015,96,"UK, France, USA",6.1,20777,2000000,10166209,0,0
15209,The Curse of Downers Grove,2015,89,USA,4.5,1036,2000000,2000000,0,0
15211,Sinister 2,2015,97,"USA, UK",5.3,25079,10000000,54104225,0,0
15483,The Diary of a Teenage Girl,2015,102,USA,6.9,16430,2000000,2166392,46,1
15697,Paper Towns,2015,109,USA,6.4,62944,12000000,85512300,5,1
15701,The Vatican Tapes,2015,91,USA,4.5,7246,13000000,12986189,0,0
15770,Trainwreck,2015,125,"Japan, USA",6.3,93702,35000000,140561831,28,1
15847,The Gallows,2015,81,USA,4.2,13585,100000,41753881,1,0
16005,Stung,2015,87,"Germany, USA",5,3111,2500000,2500000,2,0
16287,Insidious: Chapter 3,2015,97,"Canada, USA",6.1,54134,10000000,120678444,8,1
16379,Aloha,2015,105,USA,5.4,39593,37000000,24935799,7,0
16432,Into the Grizzly Maze,2015,94,"USA, Canada",5.3,4459,10000000,10000000,0,0
16447,Area 51,2015,91,USA,4.2,7876,5000000,7556,0,0
16506,Maggie,2015,95,"USA, Switzerland",5.6,30225,4500000,597989,4,1
16626,The Age of Adaline,2015,112,"USA, Canada",7.2,93821,30000000,69057415,7,1
16902,The Longest Ride,2015,128,USA,7.1,49735,34000000,63802928,5,0
16993,The Walking Deceased,2015,88,USA,3.4,2346,2000000,2000000,0,0
17165,Accidental Love,2015,100,"USA, UK",4,4952,26000000,135436,0,0
17662,Fifty Shades of Grey,2015,125,USA,4.1,219789,40000000,570978470,27,0
18367,Top Five,2014,102,USA,6.5,21717,12000000,25514848,26,1
18634,Always Woodstock,2014,97,USA,5.3,483,2400000,2400000,0,0
18734,The Theory of Everything,2014,123,UK,7.7,264345,15000000,122147772,142,1
18833,Birdman or (The Unexpected Virtue of Ignorance),2014,119,USA,7.8,393318,18000000,103215094,269,1
18841,The Best of Me,2014,118,USA,6.7,43076,26000000,27866213,0,0
19011,Annabelle,2014,99,USA,5.4,81656,6500000,256873813,6,0
19321,"As Above, So Below",2014,93,USA,6.1,49939,5000000,41799626,2,0
19513,The Giver,2014,97,"South Africa, Canada, USA",6.5,86107,25000000,55090374,6,1
19674,And So It Goes,2014,94,USA,5.7,8855,18000000,17360801,1,0
19748,I Origins,2014,106,USA,7.3,75566,1000000,852399,5,1
19773,The Purge: Anarchy,2014,103,"USA, France",6.5,91076,9000000,111533636,5,1
19883,Deliver Us from Evil,2014,118,USA,6.2,54254,30000000,87956618,2,0
110000,Think Like a Man Too,2014,106,USA,5.7,15268,24000000,70027933,6,0
110007,The Fault in Our Stars,2014,126,USA,7.8,248648,12000000,307166834,32,1
110011,Blended,2014,117,USA,6.5,86835,45000000,127990741,11,0
110023,The Other Woman,2014,109,USA,6,104108,40000000,195111193,7,0
110025,Transcendence,2014,119,"UK, China, USA",6.3,172247,100000000,103039258,7,0
110054,About Last Night,2014,100,USA,6.1,16935,13000000,50445860,1,1
110060,That Awkward Moment,2014,94,USA,6.1,76505,8000000,53068955,3,0
110063,Devil's Due,2014,89,USA,4,13885,7000000,36146087,2,0
110071,Paranormal Activity: The Marked Ones,2014,84,USA,5,31786,5000000,86362372,2,0
110077,Heli,2013,105,"Mexico, Netherlands, Germany, France",6.8,3417,1000000,552614,39,1
110097,The Last Days on Mars,2013,98,"UK, Ireland",5.5,28551,10600000,261364,4,0
110113,About Time,2013,123,UK,7.8,201618,12000000,89177486,12,1
110132,Don Jon,2013,90,USA,6.6,190365,5500000,41268579,29,1
110138,Enough Said,2013,93,USA,7.1,49158,8000000,22850872,45,1
110140,Insidious: Chapter 2,2013,106,"USA, Canada",6.6,109016,5000000,161921515,15,0
110147,Drinking Buddies,2013,90,USA,6.1,45949,500000,407100,4,1
110150,The Mortal Instruments: City of Bones,2013,130,"USA, Germany, Canada",6,106813,60000000,75965567,16,0
110158,The Spectacular Now,2013,95,USA,7.1,105221,2500000,6916951,40,1
110161,The To Do List,2013,104,USA,5.8,29463,1500000,4128828,0,1
110167,The Conjuring,2013,112,USA,7.5,298807,20000000,318000141,35,1
110171,Fruitvale Station,2013,85,USA,7.5,53764,900000,17549645,91,1
110185,World War Z,2013,116,USA,7,463573,190000000,531514650,26,1
110190,The Purge,2013,85,"USA, France",5.6,138053,3000000,91265155,7,1
110196,Before Midnight,2013,109,"USA, Greece",7.9,94957,3000000,23376973,77,1
110204,Peeples,2013,95,USA,5.3,4060,15000000,9307166,6,0
110219,Evil Dead,2013,91,USA,6.5,124810,17000000,97778356,22,1
110221,The Host,2013,125,"USA, Switzerland",5.9,92551,50000000,64477051,3,0
110223,Admission,2013,107,USA,5.7,28571,13000000,18733666,0,1
110231,The Last Exorcism Part II,2013,88,"France, USA",4,13497,4000000,25448707,3,0
110235,Dark Skies,2013,97,USA,6.3,57391,3500000,27704111,0,0
110239,Safe Haven,2013,115,USA,6.7,77832,28000000,94050951,10,0
110248,Last Vegas,2013,105,USA,6.6,106543,28000000,112914167,5,1
110251,Parker,2013,118,USA,6.2,89901,35000000,48543388,1,0
110252,Hansel & Gretel: Witch Hunters,2013,88,"Germany, USA",6.1,159620,50000000,214949716,5,0
110260,Texas Chainsaw 3D,2013,92,USA,4.8,35040,20000000,47666013,9,0
110276,Amour,2012,127,"France, Germany, Austria",7.9,70232,9700000,36787044,178,1
110282,The Collection,2012,82,USA,6.1,36003,10000000,8890094,0,0
110286,Silver Linings Playbook,2012,122,USA,7.8,532379,21000000,236412453,232,1
110288,Jab Tak Hai Jaan,2012,176,India,6.9,42249,9200000,5797456,32,1
110299,Silent Hill: Revelation 3D,2012,95,"France, USA, Canada",5,49752,20000000,55975672,7,0
110302,Paranormal Activity 4,2012,88,USA,4.6,51079,5000000,140619520,2,0
110306,Sinister,2012,110,"USA, UK",6.8,155064,3000000,87727807,16,1
110310,Truth or Die,2012,96,UK,5.6,6514,1000000,1000000,0,0
110315,Pitch Perfect,2012,112,USA,7.2,213619,17000000,116044347,26,1
110319,House at the End of the Street,2012,101,"Canada, USA",5.6,58362,6900000,44103982,4,0
110320,The Perks of Being a Wallflower,2012,102,USA,8,350481,13000000,33069303,66,1
110328,Resident Evil: Retribution,2012,96,"Germany, Canada, USA, France",5.4,104494,65000000,238940997,7,0
110330,Bachelorette,2012,87,USA,5.3,37089,3000000,12577401,2,1
110332,The Words,2012,102,USA,7.1,59551,6000000,16369708,4,0
110335,The Possession,2012,92,"USA, Canada",5.9,47137,14000000,82925064,5,1
110338,The Apparition,2012,82,USA,4.1,16271,17000000,10637281,1,0
110350,Step Up Revolution,2012,99,USA,6.5,45291,33000000,165552290,0,1
110355,Red Lights,2012,114,"Spain, USA",6.2,48280,17700000,14518884,2,0
110365,To Rome with Love,2012,112,"USA, Italy, Spain",6.3,67848,21500000,74363777,6,1
110366,Abraham Lincoln: Vampire Hunter,2012,105,USA,5.9,128676,67500000,137489730,1,0
110369,Safety Not Guaranteed,2012,86,USA,7,101081,750000,4422318,25,1
110377,Chernobyl Diaries,2012,86,USA,5,52583,1000000,42411721,1,0
110383,What to Expect When You're Expecting,2012,110,USA,5.7,57162,37500000,120925697,12,0
110385,The Dictator,2012,83,USA,6.4,213450,65000000,180148897,2,1
110387,LOL,2012,97,USA,4.3,45065,11000000,10431506,1,0
110392,The Five-Year Engagement,2012,124,"USA, Japan",6.2,78833,30000000,61623819,0,1
110394,Darling Companion,2012,103,USA,5.1,2542,12000000,1200346,0,0
110395,Think Like a Man,2012,122,USA,6.6,34493,12000000,113373764,17,1
110396,The Lucky One,2012,101,USA,6.5,76645,25000000,96633833,12,0
110400,The Cabin in the Woods,2012,95,USA,7,276265,30000000,70768144,51,1
110424,This Means War,2012,103,USA,6.3,147425,65000000,156974557,6,0
110425,The Vow,2012,104,"USA, France, Australia, UK, Germany, Canada",6.8,145687,30000000,197618160,17,0
110432,The Woman in Black,2012,95,"UK, Canada, Sweden",6.4,139754,15000000,128955898,17,1
110433,Big Miracle,2012,107,"USA, UK",6.5,15244,40000000,25693998,1,1
110439,Underworld: Awakening,2012,88,USA,6.4,117194,70000000,160379930,1,0
110443,The Devil Inside,2012,83,"USA, Italy, Mexico, Romania",4.2,30604,1000000,101758489,5,0
110455,The Darkest Hour,2011,89,USA,4.9,49220,34800000,62831715,1,0
110468,New Year's Eve,2011,113,USA,5.6,66502,26000000,146850273,9,0
110491,Paranormal Activity 3,2011,83,USA,5.8,76723,5000000,202053386,6,1
110495,The Three Musketeers,2011,110,"Germany, France, UK",5.8,88429,90000000,139877913,4,0
110504,What's Your Number?,2011,106,USA,6,58867,20000000,30163785,0,0
110508,I Don't Know How She Does It,2011,89,USA,4.9,16402,24000000,24474463,4,0
110511,Grave Encounters,2011,92,Canada,6.1,40465,2000000,2151887,0,1
110515,Apollo 18,2011,86,"USA, Canada",5.2,47208,5000000,26517819,2,0
110516,Shark Night 3D,2011,90,USA,4,20772,25000000,32209741,1,0
110527,One Day,2011,107,"USA, UK",7,105851,15000000,59168692,3,1
110530,Final Destination 5,2011,92,"USA, Canada, Singapore, Hong Kong",5.9,83594,40000000,155011165,6,1
110536,The Future,2011,91,"Germany, USA, France",6.2,6919,1000000,1239174,6,1
110540,"Crazy, Stupid, Love.",2011,118,USA,7.4,374648,50000000,147142328,24,1
110542,Another Earth,2011,92,USA,7,71198,175000,2102779,20,1
110543,Friends with Benefits,2011,109,USA,6.6,270204,35000000,146595891,5,1
110551,Zookeeper,2011,102,USA,5.2,44638,80000000,170805525,3,0
110553,Larry Crowne,2011,98,USA,6.1,49155,30000000,61449135,3,0
110556,A Better Life,2011,98,USA,7.2,13186,10000000,1884251,15,1
110560,The Art of Getting By,2011,83,USA,6.6,44715,4000000,1989035,3,0
110568,Midnight in Paris,2011,94,"Spain, USA, France",7.7,301127,30000000,162942835,119,1
110573,Bridesmaids,2011,125,USA,6.8,218743,32500000,289527030,94,1
110578,Something Borrowed,2011,112,USA,5.9,47942,35000000,65084116,4,0
110586,Water for Elephants,2011,120,USA,6.9,95307,38000000,116809717,14,1
110588,Scream 4,2011,111,USA,6.2,103968,40000000,95989590,7,1
110609,Red State,2011,88,USA,6.2,53397,4000000,1983596,10,1
110610,Beastly,2011,86,USA,5.6,64036,17000000,38028230,2,0
110611,Take Me Home Tonight,2011,97,"USA, Germany",6.3,43903,19000000,7576604,1,0
110612,The Adjustment Bureau,2011,106,USA,7.1,199689,50200000,126931325,10,1
110618,Hall Pass,2011,105,USA,5.9,103109,68000000,87173475,0,0
110627,Just Go with It,2011,117,USA,6.4,172390,80000000,214974953,16,0
110629,The Roommate,2011,91,USA,4.8,29102,16000000,52545707,7,0
110631,The Rite,2011,114,"USA, Hungary, Italy",6,75743,37000000,97143987,5,0
110650,Little Fockers,2010,98,USA,5.5,85650,100000000,310650574,7,0
110659,The Tourist,2010,103,"USA, France, Italy",6,176288,100000000,278731369,8,0
110668,The Next Three Days,2010,133,"USA, France",7.4,146183,30000000,67255916,4,1
110679,Saw 3D: The Final Chapter,2010,90,"Canada, USA",5.6,67947,17000000,133735284,3,0
110680,Paranormal Activity 2,2010,91,USA,5.7,82106,3000000,177512032,3,1
110692,It's a Wonderful Afterlife,2010,100,UK,5.4,1250,10000000,1642939,1,0
110693,My Soul to Take,2010,107,USA,4.8,16402,25000000,16727470,1,0
110695,Life as We Know It,2010,114,USA,6.6,95700,38000000,105887837,2,0
110698,Barry Munday,2010,95,USA,5.9,3438,3000000,3000000,1,1
110700,Let Me In,2010,116,"UK, USA",7.2,92100,20000000,28270399,42,1
110706,You Again,2010,105,USA,5.8,41202,20000000,32838945,2,0
110708,You Will Meet a Tall Dark Stranger,2010,98,"USA, Spain",6.3,36039,15000000,34247816,4,1
110710,Easy A,2010,92,USA,7.1,275990,8000000,76200721,29,1
110715,Resident Evil: Afterlife,2010,97,"Germany, France, USA, Canada",5.9,131058,57500000,295874190,10,0
110720,The Last Exorcism,2010,87,"France, USA",5.6,41503,1800000,70165900,17,1
110727,The Switch,2010,101,USA,6.1,77887,19000000,49858465,2,1
110730,Eat Pray Love,2010,133,USA,5.7,63463,60000000,206598789,3,1
110734,Flipped,2010,90,USA,7.7,60319,14000000,1755212,4,1
110735,Step Up 3D,2010,107,USA,6.2,47220,30000000,165889117,1,1
110739,Charlie St. Cloud,2010,99,"USA, Canada",6.5,47324,44000000,48478084,4,0
110756,Knight and Day,2010,109,USA,6.3,148066,117000000,258751370,4,1
110758,Cyrus,2010,91,USA,6.3,29716,7000000,10062896,6,1
110773,Sex and the City 2,2010,146,USA,4.3,59489,95000000,294680778,16,0
110775,Kites,2010,123,India,6,9656,9200000,17155193,0,1
110776,MacGruber,2010,90,USA,5.5,35813,10000000,8629895,1,1
110781,Just Wright,2010,100,USA,5.8,10090,12000000,21867665,11,1
110782,Letters to Juliet,2010,105,USA,6.5,74486,30000000,82148538,5,1
110794,The Back-up Plan,2010,104,USA,5.3,40628,35000000,75281179,2,0
110805,Date Night,2010,88,USA,6.3,127554,55000000,152269033,12,1
110810,Why Did I Get Married Too?,2010,121,USA,4.4,7656,20000000,60831067,6,0
110823,The Bounty Hunter,2010,110,USA,5.5,96370,45000000,135808837,6,0
110825,Our Family Wedding,2010,103,USA,4.9,5697,14000000,21410546,3,0
110826,Remember Me,2010,113,USA,7.2,113840,16000000,56506120,7,0
110827,She's Out of My League,2010,104,USA,6.4,101666,20000000,48680977,1,1
110832,The Crazies,2010,101,"USA, United Arab Emirates",6.5,93501,19000000,56445534,11,1
110838,The Ghost Writer,2010,128,"France, Germany, UK",7.2,132723,45000000,65532491,83,1
