id,qualified_professionals,high_school,middle_school_or_lower
19033,"2,841","4,663",856
19035,"6,739","9,686","2,070"
19037,"1,612","2,925",791
19039,"1,210","3,688",812
19041,956,"2,749",578
19043,"2,397","3,971",778
19045,"1,928","5,629","1,138"
19047,"6,412","12,077","2,787"
19049,"1,285","4,155","2,369"
19051,"24,144","9,899","2,273"
19053,916,"2,112",737
19055,"1,001","1,851",650
19057,"1,794","5,182","1,109"
19059,"5,436","9,736","2,164"
19061,"3,671","3,705",552
19063,"18,713","22,234","4,903"
19065,"1,173","2,286",700
19067,"2,726","5,361","1,424"
19069,"2,183","3,920","1,221"
19071,"1,213","2,772",824
19073,"1,071","1,779",395
19075,"1,139","2,370",459
19077,"2,168","2,956",401
19079,"1,556","2,965",601
19081,"2,344","3,354",827
19083,"1,549","2,850",565
19085,"2,466","4,091","1,005"
19087,"1,749","3,829",905
19089,"2,568","5,098","1,095"
19091,848,"2,789",711
19093,"1,330","2,469",460
19095,939,"1,986",329
19097,"2,112","4,626",898
19099,"2,269","5,954","1,217"
19101,"4,618","10,514","1,949"
19103,"4,117","3,614",630
19105,"43,620","13,712","4,374"
19107,"2,442","5,768","1,158"
19109,"1,217","3,070",620
19111,"2,095","4,063",611
19113,"3,606","10,192","2,025"
19115,"46,773","39,519","7,792"
19117,"1,020","2,854","1,325"
19119,"1,006","2,745",499
19121,"1,616","2,832",712
19123,"2,381","3,962",598
19125,"3,599","5,605","1,339"
19127,"5,499","7,747","1,534"
19129,"5,273","8,820","4,127"
19131,"2,433","3,592",685
19133,"1,145","3,213",641
19135,"1,092","2,613",625
19137,833,"2,484",643
19139,"1,141","2,657",802
19141,"5,812","9,626","3,729"
19143,"1,953","3,553",772
19145,717,"1,710",535
19147,"2,428","3,763","1,283"
19149,"1,388","1,899",403
19151,"3,292","5,827","1,340"
19153,844,"1,959",342
19155,"107,439","75,508","25,013"
19157,"12,956","21,785","6,266"
19159,"2,752","4,724",791
19161,682,"1,315",325
19163,"1,376","2,744",592
19165,"36,761","33,840","8,081"
19167,"1,779","3,191",735
19169,"5,514","6,345","2,062"
19171,"24,437","8,975","1,775"
19173,"1,936","4,826","1,117"
19175,594,"1,822",395
19177,"1,400","3,320",690
19179,658,"2,182",604
19181,"4,251","8,836","3,307"
19183,"9,065","10,085","1,392"
19185,"3,130","5,612","1,374"
19187,572,"2,003",472
19189,"5,119","8,074","2,324"
19191,"1,589","2,422",661
19193,"3,743","4,568",754
19195,"14,107","22,126","9,300"
19197,812,"1,877",408
20000,"1,524","3,198",900
20001,"593,801","499,895","182,049"
20003,"1,609","2,861",841
20005,"1,027","1,984",490
20007,"2,045","4,260",760
20009,634,"1,238",258
20011,"3,036","5,857","2,404"
20013,"2,078","2,830",912
20015,"1,340","2,628",474
20017,"12,334","11,454","3,120"
20019,463,564,183
20021,462,970,303
20023,"2,628","4,868","1,820"
20025,464,600,103
20027,427,390,143
20029,"1,449","1,798",357
20031,"1,258","2,012",496
20033,"1,257","2,217",432
20035,269,457,88
20037,"4,536","7,110","2,559"
20039,"6,664","6,759","2,330"
20041,567,774,175
20043,"2,598","4,800","1,446"
20045,871,"2,023",480
20047,"32,734","12,752","3,262"
20049,380,606,351
20051,342,742,195
20053,"5,979","4,623","1,171"
20055,912,"1,536",429
20057,"3,995","4,975","6,001"
20059,"3,611","4,891","5,837"
20061,"3,378","6,115","1,378"
20063,"4,012","5,666","1,709"
20065,436,709,157
20067,494,689,121
20069,709,"1,409","1,386"
20071,723,977,912
20073,258,272,102
20075,803,"1,652",446
20077,255,577,295
20079,797,"1,499",428
20081,"6,360","6,386","2,142"
20083,438,472,720
20085,356,360,91
20087,"1,834","3,556",478
20089,"2,708","5,229","1,012"
20091,343,967,125
20093,"205,375","56,953","16,277"
20095,354,677,559
20097,"1,281","1,835",451
20099,449,456,136
20101,"2,539","4,595","1,769"
20103,249,356,81
20105,"15,953","15,677","4,529"
20107,419,713,120
20109,"1,069","2,518",738
20111,351,608,132
20113,"5,334","6,595","2,214"
20115,"5,619","5,732","1,779"
20117,"1,914","2,995",839
20119,"1,260","2,991",429
20121,616,856,406
20123,"5,419","7,059","1,165"
20125,"1,099","1,321",196
20127,"3,983","6,884","2,486"
20129,697,"1,513",506
20131,279,724,242
20133,"1,470","2,860",575
20135,"2,039","3,389",931
20137,444,756,188
20139,558,"1,330",544
20141,"2,197","4,340",988
20143,566,952,234
20145,887,"1,466",242
20147,"1,130","1,382",542
20149,849,"1,357",243
20151,"4,607","4,328",669
20153,"1,611","1,710",595
20155,454,587,119
20157,"8,324","12,954","5,411"
20159,744,"1,175",208
20161,"1,428","1,859",720
20163,"17,138","6,380","1,639"
20165,880,"1,206",316
20167,548,691,199
20169,"1,211","1,561",485
20171,"8,716","12,256","3,705"
20173,875,"1,072",455
20175,"97,789","86,581","35,862"
20177,"1,527","3,337","4,574"
20179,"35,051","36,987","10,654"
20181,425,589,159
20183,786,"1,262",354
20185,606,949,232
20187,646,860,359
20189,351,368,268
20191,585,"1,158",591
20193,"3,062","5,486","1,376"
20195,"1,432","1,484",238
20197,559,701,125
20199,"1,131","1,732",269
20201,264,335,108
20203,728,"1,424",347
20205,260,389,272
20207,950,"2,258",808
20209,320,893,238
21000,"16,521","33,319","22,231"
21001,"674,165","990,322","456,180"
21003,"2,103","4,639","3,064"
21005,"1,885","4,950","3,262"
21007,"2,835","5,930","1,700"
21009,880,"2,120",796
21011,"4,568","11,918","5,372"
21013,982,"3,250","1,974"
21015,"1,855","7,098","6,192"
21017,"25,325","22,004","6,208"
21019,"2,468","5,194","2,216"
21021,"6,648","12,224","3,755"
21023,"4,568","7,031","2,749"
21025,834,"2,494",959
21027,"1,147","3,235","2,685"
21029,"1,457","6,095","2,809"
21031,"7,532","21,796","7,046"
21033,935,"3,888","2,018"
21035,"1,361","4,155","1,063"
21037,"6,653","7,319","2,699"
21039,"18,902","19,028","6,141"
21041,550,"1,184",637
21043,902,"2,858","1,696"
21045,"2,416","7,467","3,777"
21047,"1,373","4,028","2,954"
21049,"7,013","14,027","5,880"
21051,"5,114","9,007","3,871"
21053,"1,578","5,088","5,412"
21055,767,"2,661","2,009"
21057,827,"2,516","1,276"
21059,680,"1,651","1,050"
21061,"14,100","24,017","7,734"
21063,"1,023","3,458","1,979"
21065,496,"2,383","1,362"
21067,941,"4,880","2,473"
21069,"83,258","41,359","20,305"
21071,"1,246","3,768","2,273"
21073,"3,123","9,615","6,430"
21075,"9,829","10,649","4,300"
21077,596,"1,557","1,007"
21079,560,"2,496","1,105"
21081,"1,862","4,590","2,412"
21083,"1,949","7,229","2,766"
21085,"4,257","9,430","4,638"
21087,"1,792","7,547","3,692"
21089,819,"3,440","1,820"
21091,"4,315","9,579","3,379"
21093,689,"2,650",684
21095,"16,467","21,869","7,240"
21097,"2,345","6,824","5,556"
21099,"1,978","5,444","2,273"
21101,"1,431","5,219","3,188"
21103,"5,573","11,365","4,388"
21105,"1,198","4,773","1,855"
21107,290,"1,355",820
21109,"4,851","13,186","4,681"
21111,"1,038","4,137","2,222"
21113,"165,619","140,880","55,708"
21115,"9,467","9,609","4,989"
21117,"1,900","5,877","3,615"
21119,"32,016","31,895","11,760"
21121,"1,409","3,811","3,087"
21123,"2,320","8,104","6,389"
21125,"1,064","4,133","1,579"
21127,"5,130","16,040","9,074"
21129,"1,248","4,661","2,434"
21131,378,"2,048","1,591"
21133,742,"2,651","2,781"
21135,"1,854","6,330","4,130"
21137,"1,100","3,896","2,397"
21139,"1,657","7,443","3,776"
21141,684,"3,150","1,191"
21143,"2,434","7,203","3,883"
21145,"1,153","2,640",809
21147,"10,552","14,029","5,620"
21149,946,"4,949","3,413"
21151,607,"2,711","1,069"
21153,"15,464","15,554","7,574"
21155,897,"3,258","2,709"
21157,"1,725","5,666","2,555"
21159,"3,610","9,068","3,196"
21161,546,"3,368","2,394"
21163,"1,865","4,577","2,028"
21165,"2,931","7,145","2,581"
21167,562,"1,824","1,053"
21169,"2,779","5,615","2,290"
21171,798,"2,665","1,672"
21173,"1,145","3,070","1,845"
21175,"3,067","6,980","3,381"
21177,"1,177","3,633","2,621"
21179,"2,627","9,256","4,439"
21181,"5,142","12,143","3,269"
21183,513,"2,101","1,007"
21185,"1,627","7,207","3,424"
21187,"16,846","9,717","3,055"
21189,826,"3,491","1,210"
21191,547,"1,184",934
21193,"1,025","4,622","1,522"
21195,"2,723","6,584","4,901"
21197,"5,649","16,655","10,952"
21199,"1,180","3,486","1,904"
21201,"6,577","17,539","8,531"
21203,269,549,398
21205,"1,150","5,378","2,756"
21207,"3,706","4,145","2,637"
21209,"1,580","4,361","3,268"
21211,"9,395","10,493","3,321"
21213,"7,241","9,732","4,310"
21215,"1,727","5,265","1,943"
21217,"2,273","4,268","1,278"
21219,"2,844","6,626","2,620"
21221,949,"3,335","1,869"
21223,"1,841","3,152","1,614"
21225,699,"2,776","1,010"
21227,"1,182","3,878","1,469"
21229,"21,329","21,989","9,030"
21231,"1,188","3,404","1,428"
21233,"1,350","5,684","4,243"
21235,819,"3,953","1,969"
21237,"4,087","8,280","5,184"
21239,593,"1,970","1,532"
22000,"5,631","4,942","2,107"
22001,"703,875","1,038,591","496,210"
22003,"4,456","16,173","9,829"
22005,"2,129","7,699","3,732"
22007,"19,901","26,065","8,790"
22009,"1,774","6,445","4,248"
22011,"2,830","11,602","7,487"
22013,"3,936","9,951","3,743"
22015,"1,244","3,993","1,638"
22017,"21,068","23,169","9,606"
22019,"39,945","55,083","23,352"
22021,"26,552","44,651","18,784"
22023,793,"2,915","1,629"
22025,771,"1,673",753
22027,903,"2,902","1,585"
22029,"1,521","4,658","2,625"
22031,"1,527","5,584","3,108"
22033,"2,460","7,343","3,422"
22035,"95,468","76,387","27,403"
22037,518,"1,681","1,359"
22039,"1,842","6,293","2,504"
22041,"2,579","7,911","6,221"
22043,"1,607","5,444","3,500"
22045,"1,467","6,745","2,990"
22047,"6,522","19,586","10,539"
22049,"3,057","9,076","5,151"
22051,"1,530","4,852","2,237"
22053,"75,179","94,309","46,390"
22055,"3,005","8,527","4,334"
22057,"47,562","43,485","21,001"
22059,"10,510","25,548","16,060"
22061,"1,120","4,341","2,458"
22063,"9,018","7,025","3,192"
22065,"15,384","35,560","14,226"
22067,932,"3,131","1,982"
22069,"2,447","7,929","3,535"
22071,"4,367","7,672","3,848"
22073,"95,930","60,826","38,004"
22075,"24,136","33,397","14,942"
22077,"2,408","5,794","2,978"
22079,"2,147","6,348","3,085"
22081,"17,231","32,590","13,236"
22083,781,"2,593","1,114"
22085,"1,881","5,636","2,808"
22087,"2,271","7,048","2,874"
22089,"3,721","11,117","5,115"
22091,"7,169","12,390","4,453"
22093,761,"3,289","1,510"
22095,"2,095","6,459","2,103"
22097,"4,842","10,460","4,885"
22099,"7,080","23,396","12,887"
22101,"4,870","14,508","7,380"
22103,"3,864","16,649","7,637"
22105,"52,164","44,389","18,737"
22107,"16,105","29,069","15,162"
22109,296,"1,504",760
22111,"10,520","29,275","16,315"
22113,"1,882","7,165","2,295"
22115,"4,782","16,028","9,323"
22117,"5,534","11,574","3,879"
22119,"3,733","13,092","7,368"
22121,"3,840","11,320","5,242"
22123,"3,278","6,369","2,695"
22125,960,"3,304","1,895"
22127,"2,382","3,360","2,195"
23000,"1,288","4,234","2,072"
23001,"280,570","317,373","77,305"
23003,"15,361","27,808","7,835"
23005,"9,202","19,414","6,394"
23007,"90,586","48,641","11,288"
23009,"5,542","7,948","1,625"
23011,"13,272","13,551","2,516"
23013,"21,818","30,300","7,446"
23015,"9,006","10,406","2,063"
23017,"8,434","8,573","1,765"
23019,"7,591","18,845","3,549"
23021,"26,345","37,781","9,351"
23023,"2,123","5,311","1,334"
23025,"8,663","7,972","1,430"
23027,"5,942","15,689","4,524"
23029,"8,315","9,703","2,300"
23031,"4,714","9,028","2,819"
24000,"43,656","46,403","11,066"
24001,"1,556,711","1,030,305","420,756"
24003,"9,124","21,302","5,543"
24005,"150,633","93,862","30,952"
24009,"211,692","154,724","51,469"
24011,"17,755","18,704","4,066"
24013,"3,371","9,207","3,680"
24015,"38,667","35,112","9,071"
24017,"15,591","26,015","8,220"
24019,"27,830","32,896","7,303"
24021,"4,800","8,907","3,458"
24023,"64,994","41,251","12,177"
24025,"4,089","9,007","2,438"
24027,"58,982","47,611","12,390"
24029,"126,566","29,129","9,681"
24031,"4,254","4,582","1,771"
24033,"409,049","98,816","62,205"
24035,"188,060","154,686","84,814"
24037,"11,919","10,168","2,876"
24039,"21,681","21,929","7,337"
24041,"2,370","7,075","3,535"
24043,"10,083","7,378","3,049"
24045,"20,846","39,363","13,622"
24047,"17,372","21,263","7,257"
24510,"11,560","12,471","4,003"
25000,"125,423","124,847","69,839"
25001,"1,916,806","1,167,098","462,385"
25003,"67,730","41,442","7,595"
25005,"30,322","28,559","8,702"
25007,"101,813","115,218","62,422"
25009,"5,063","3,129",913
25011,"200,665","135,763","56,512"
25013,"18,813","14,440","3,787"
25015,"81,807","94,721","45,611"
25017,"44,011","23,919","5,650"
25019,"578,847","224,463","80,378"
25021,"3,271","1,948",415
25023,"246,726","100,791","29,576"
25025,"122,157","101,107","26,276"
25027,"223,022","121,770","79,375"
26000,"192,559","159,828","55,173"
26001,"1,831,798","1,978,662","676,467"
26003,"1,236","3,439",976
26005,"1,311","3,207",769
26007,"16,370","28,954","7,542"
26009,"3,548","7,096","2,032"
26011,"4,614","5,731","1,610"
26013,"1,301","4,911","1,560"
26015,"1,005","2,717","1,074"
26017,"7,783","15,380","3,419"
26019,"13,568","26,835","7,918"
26021,"3,334","4,355","1,112"
26023,"28,600","31,590","11,679"
26025,"4,075","12,111","3,569"
26027,"18,882","32,529","8,579"
26029,"6,349","12,681","4,456"
26031,"5,424","6,066","1,391"
26033,"3,510","7,364","2,146"
26035,"5,205","9,980","2,766"
26037,"2,527","8,718","3,538"
26039,"15,988","14,559","3,286"
26041,"1,722","3,704","1,241"
26043,"5,450","8,956","1,963"
26045,"4,401","7,340","1,200"
26047,"18,948","22,066","4,793"
26049,"7,799","6,127","1,432"
26051,"55,427","90,029","28,827"
26053,"2,508","7,602","2,784"
26055,"2,088","4,627",864
26057,"20,498","16,946","3,588"
26059,"4,028","11,675","2,950"
26061,"5,206","12,134","4,040"
26063,"6,635","7,375","1,711"
26065,"3,508","10,156","2,659"
26067,"64,193","36,778","13,040"
26069,"6,751","16,901","4,623"
26071,"3,171","7,725","2,265"
26073,"1,617","3,982",742
26075,"10,547","11,681","3,179"
26077,"22,542","36,794","11,205"
26079,"57,807","36,744","10,229"
26081,"1,683","4,978","1,658"
26083,"137,525","102,000","42,728"
26085,425,587,96
26087,791,"3,720","1,564"
26089,"10,929","22,661","6,009"
26091,"6,840","3,697",858
26093,"13,462","24,933","6,398"
26095,"43,504","32,962","6,253"
26097,680,"2,167",552
26099,"1,604","2,964",915
26101,"142,287","182,012","64,771"
26103,"3,611","6,693","1,751"
26105,"13,413","14,171","2,447"
26107,"4,272","7,011","1,743"
26109,"5,616","9,312","2,831"
26111,"2,745","7,470","1,465"
26113,"18,904","17,024","3,397"
26115,"1,396","4,318","1,280"
26117,"19,488","37,442","9,914"
26119,"5,438","16,803","5,383"
26121,876,"3,138",958
26123,"20,897","40,317","12,516"
26125,"4,741","13,453","4,693"
26127,"387,521","167,959","56,302"
26129,"3,038","6,346","2,554"
26131,"1,779","6,191","2,324"
26133,877,"2,100",420
26135,"2,085","7,178","2,006"
26137,637,"2,430","1,052"
26139,"3,474","6,384","1,437"
26141,"53,629","49,512","14,008"
26143,"1,679","4,074","1,160"
26145,"2,632","7,551","2,200"
26147,"27,335","44,812","15,205"
26149,"19,646","39,035","11,711"
26151,"6,229","15,828","5,691"
26153,"3,839","12,663","3,543"
26155,961,"2,797",660
26157,"7,492","17,420","4,027"
26159,"5,280","16,110","4,128"
26161,"10,348","17,024","6,879"
26163,"117,944","34,455","11,777"
26165,"260,985","352,734","173,869"
27000,"3,785","8,661","2,577"
27001,"1,253,937","940,315","270,121"
27003,"1,949","4,752","1,054"
27005,"64,900","64,635","15,002"
27007,"5,418","7,482","1,730"
27009,"7,383","7,504","2,693"
27011,"5,894","8,566","2,055"
27013,615,"1,583",386
27015,"12,014","10,803","2,194"
27017,"3,629","6,566","1,540"
27019,"5,424","9,068","1,426"
27021,"28,756","12,789","2,665"
27023,"4,319","7,069","1,791"
27025,"1,392","3,049",840
27027,"8,176","12,643","2,318"
27029,"12,208","9,791","2,066"
27031,875,"2,271",809
27033,"1,620",995,179
27035,"1,580","2,749",803
27037,"10,809","13,599","2,913"
27039,"112,130","57,857","14,715"
27041,"3,144","4,517",757
27043,"6,577","7,828","1,355"
27045,"1,721","4,112",997
27047,"2,942","4,944","1,330"
27049,"3,665","7,899","2,418"
27051,"7,906","10,758","2,188"
27053,832,"1,424",306
27055,"395,715","145,576","59,660"
27057,"3,022","4,533",857
27059,"3,799","4,779","1,192"
27061,"4,621","9,608","2,308"
27063,"7,235","10,071","2,179"
27065,"1,512","2,362",557
27067,"1,548","4,584","1,291"
27069,"6,437","7,576","3,364"
27071,655,"1,147",259
27073,"1,750","3,529",853
27075,929,"1,968",360
27077,"2,216","2,725",376
27079,494,"1,222",300
27081,"4,032","6,788","1,743"
27083,778,"1,669",344
27085,"4,404","5,503","1,251"
27087,"4,276","9,020","2,196"
27089,424,"1,209",435
27091,"1,311","2,403",719
27093,"2,648","5,557","1,418"
27095,"2,984","5,883","1,271"
27097,"2,769","6,718","1,795"
27099,"3,663","8,594","2,414"
27101,"5,240","8,288","3,417"
27103,"1,088","2,290",609
27105,"6,935","5,818","1,384"
27107,"1,886","4,642","3,174"
27109,729,"1,904",453
27111,"42,492","20,751","5,789"
27113,"9,892","12,608","3,402"
27115,"1,685","3,492",822
27117,"2,902","8,693","2,305"
27119,"1,257","2,197",871
27121,"5,008","6,493","1,873"
27123,"1,786","2,679",517
27125,"143,489","76,483","33,973"
27127,419,"1,142",221
27129,"1,894","3,996","1,216"
27131,"1,555","3,786","1,217"
27133,"11,195","12,808","4,089"
27135,"1,335","2,466",645
27137,"1,958","3,772",919
27139,"37,750","39,680","8,834"
27141,"34,597","20,509","4,545"
27143,"15,620","15,898","3,237"
27145,"1,714","4,115","1,050"
27147,"24,508","28,170","7,480"
27149,"6,046","8,695","1,857"
27151,"1,610","1,530",481
27153,"1,156","2,368",761
27155,"2,547","6,088","2,025"
27157,451,896,230
27159,"3,196","5,588","1,025"
27161,"1,217","3,580",998
27163,"2,614","4,767","1,059"
27165,"70,379","35,885","6,711"
27167,"1,214","3,024","1,122"
27169,988,"1,362",355
27171,"9,085","9,052","2,326"
27173,"22,263","23,943","4,799"
28000,"1,137","2,580",658
28001,"409,891","593,422","332,266"
28003,"4,005","7,634","4,261"
28005,"4,169","8,794","4,688"
28007,"1,127","3,523","2,165"
28009,"1,866","3,757","2,913"
28011,656,"2,105","1,362"
28013,"4,586","5,371","5,377"
28015,"1,082","3,388","2,517"
28017,"1,174","2,611","1,394"
28019,"1,248","4,182","3,073"
28021,879,"2,058","1,055"
28023,"1,014","1,520","1,184"
28025,"1,564","3,979","2,203"
28027,"2,536","4,304","2,837"
28029,"2,616","4,002","3,413"
28031,"2,415","5,920","4,152"
28033,"1,847","4,881","2,631"
28035,"25,624","32,211","11,957"
28037,"11,969","13,298","6,451"
28039,889,"2,025",843
28041,"1,982","6,060","2,984"
28043,780,"3,652","2,468"
28045,"2,438","4,231","3,289"
28047,"6,698","9,071","5,022"
28049,"27,932","38,327","17,606"
28051,"43,301","38,652","21,237"
28053,"1,298","4,531","2,855"
28055,778,"1,537","1,937"
28057,95,363,353
28059,"2,057","4,684","3,788"
28061,"19,314","29,508","11,615"
28063,"1,539","4,243","1,892"
28065,880,"1,776","1,060"
28067,"1,191","3,101","1,653"
28069,"8,389","13,110","8,744"
28071,780,"2,109","1,523"
28073,"11,726","6,157","3,130"
28075,"14,165","9,312","3,047"
28077,"10,064","16,354","7,237"
28079,"1,147","3,029","1,747"
28081,"1,773","5,340","3,377"
28083,"12,925","14,982","9,310"
28085,"3,472","6,244","4,166"
28087,"3,400","8,614","3,238"
28089,"8,817","11,916","6,242"
28091,"30,558","10,926","6,472"
28093,"2,218","6,480","3,859"
28095,"3,194","9,482","5,270"
28097,"3,825","8,563","5,266"
28099,"1,286","2,354","1,758"
28101,"2,678","6,188","3,992"
28103,"2,183","4,122","2,274"
28105,"1,055","2,326","2,254"
28107,"10,457","5,119","3,295"
28109,"3,469","8,162","4,519"
28111,"5,257","11,239","6,067"
28113,747,"3,215","1,597"
28115,"3,997","8,402","5,267"
28117,"2,936","6,693","4,634"
28119,"2,004","5,320","3,960"
28121,650,"1,568","1,630"
28123,"29,674","27,440","10,061"
28125,"2,142","6,312","4,943"
28127,579,863,773
28129,"2,306","6,857","3,543"
28131,"1,286","4,627","2,010"
28133,"1,669","4,282","2,048"
28135,"2,525","5,295","4,902"
28137,903,"3,363","3,317"
28139,"2,947","5,176","3,674"
28141,"1,978","4,924","3,309"
28143,"1,484","5,460","2,931"
28145,"1,194","1,933","1,379"
28147,"2,876","5,881","4,382"
28149,957,"4,250","2,231"
28151,"7,497","10,190","4,235"
28153,"5,764","9,422","7,186"
28155,"1,566","5,099","3,312"
28157,"1,261","2,419","1,008"
28159,832,"2,500","1,952"
28161,"2,195","4,243","2,794"
28163,"1,148","3,118","1,825"
29000,"2,387","7,143","4,341"
29001,"1,125,665","1,267,813","454,882"
29003,"4,153","4,755","1,382"
29005,"2,879","4,610","1,128"
29007,881,"1,625",393
29009,"2,224","8,195","2,736"
29011,"3,163","10,420","4,433"
29013,"1,238","3,443","1,106"
29015,"1,560","5,031","1,662"
29017,"1,531","6,420","2,140"
29019,812,"3,956","1,823"
29021,"47,534","20,754","6,440"
29023,"12,253","21,794","7,675"
29025,"4,558","10,725","4,911"
29027,"1,111","2,735",624
29029,"6,139","11,217","4,300"
29031,"7,014","11,926","3,876"
29033,"14,946","15,939","4,927"
29035,"1,082","2,847",880
29037,516,"1,406",855
29039,"17,167","23,446","5,109"
29041,"1,436","3,935","1,505"
29043,848,"2,653",663
29045,"14,399","16,954","4,823"
29047,589,"2,075",647
29049,"49,705","45,202","11,437"
29051,"2,614","5,396","1,055"
29053,"16,503","16,338","4,518"
29055,"2,465","4,828","1,325"
29057,"2,111","6,736","3,665"
29059,815,"2,371",738
29061,"1,495","4,778","2,109"
29063,917,"2,295",867
29065,"1,287","4,509","1,332"
29067,"1,372","4,309","2,298"
29069,911,"4,214","1,924"
29071,"2,349","7,750","5,353"
29073,"13,761","23,484","8,960"
29075,"1,746","4,503","1,486"
29077,892,"1,997",492
29079,"55,427","52,696","16,357"
29081,"1,283","2,724",887
29083,825,"2,861",873
29085,"2,406","6,562","2,022"
29087,704,"3,053","1,308"
29089,672,"1,467",322
29091,"1,662","2,498",770
29093,"3,912","10,695","4,154"
29095,826,"2,958","1,392"
29097,"135,098","134,772","46,709"
29099,"16,777","27,207","9,864"
29101,"27,869","49,975","18,966"
29103,"8,628","9,806","2,669"
29105,421,"1,187",375
29107,"3,298","9,375","4,395"
29109,"4,135","9,642","2,501"
29111,"4,135","9,875","4,062"
29113,921,"3,109",803
29115,"5,374","14,987","4,512"
29117,"1,233","4,126","1,002"
29119,"2,112","4,415","1,492"
29121,"1,972","5,261","3,230"
29123,"1,681","4,719","1,334"
29125,"1,052","3,139","1,716"
29127,889,"2,669","1,108"
29129,"3,959","7,420","2,499"
29131,424,"1,199",281
29133,"2,690","7,380","2,601"
29135,"1,126","3,859","2,680"
29137,"1,935","4,620","1,741"
29139,858,"2,938",630
29141,"1,121","3,559","1,345"
29143,"1,691","5,891","3,197"
29145,"1,394","5,173","3,023"
29147,"7,222","13,442","5,626"
29149,"3,138","5,183",933
29151,968,"3,224","1,267"
29153,"1,766","4,165",894
29155,811,"3,288","1,146"
29157,"1,328","4,330","2,869"
29159,"2,087","5,976","1,620"
29161,"4,803","9,036","4,711"
29163,"7,737","9,210","3,625"
29165,"1,698","5,720","2,506"
29167,"26,146","14,234","3,016"
29169,"3,871","7,358","2,656"
29171,"6,841","8,884","2,905"
29173,633,"1,378",396
29175,923,"3,590",876
29177,"2,471","6,361","2,327"
29179,"2,180","7,269","1,880"
29181,433,"1,999","1,137"
29183,"1,091","3,868","2,101"
29185,"91,811","64,905","14,488"
29186,803,"3,061","1,323"
29187,"1,732","5,326","1,557"
29189,"6,338","16,605","8,209"
29195,"291,365","148,088","48,466"
29197,"2,851","5,903","2,331"
29199,364,"1,210",387
29201,437,"1,312",537
29203,"3,672","11,146","4,481"
29205,867,"2,382","1,055"
29207,593,"1,995",397
29209,"2,827","8,218","4,074"
29211,"4,013","9,250","3,164"
29213,515,"2,154",719
29215,"6,832","12,814","4,354"
29217,"2,396","7,708","3,180"
29219,"2,260","5,713","1,757"
29221,"4,154","8,188","3,250"
29223,"1,372","7,108","3,973"
29225,"1,141","3,564","2,380"
29227,"3,896","9,264","3,360"
29229,260,661,163
29510,"1,390","5,346","2,565"
30000,"72,143","49,989","33,804"
30001,"209,072","207,929","49,627"
30003,"1,938","2,016",398
30005,"1,186","2,560","1,033"
30007,787,"1,172",426
30009,"1,136","1,566",266
30011,"2,293","2,329",483
30013,163,342,76
30015,"14,371","17,381","4,623"
30017,963,"1,278",271
30019,"1,651","2,536",715
30021,312,435,68
30023,"1,232","2,335",488
30025,"1,088","2,622",721
30027,292,788,76
30029,"2,402","2,782",578
30031,"19,190","19,418","3,632"
30033,"29,730","12,073","1,991"
30035,111,342,48
30037,"1,459","3,103",814
30039,135,254,38
30041,611,876,257
30043,"2,420","2,949",979
30045,"2,790","2,331",428
30047,487,544,80
30049,"4,967","5,922","1,863"
30051,"17,272","11,287","2,354"
30053,302,403,342
30055,"2,771","5,070","1,738"
30057,204,547,86
30059,"1,640","2,105",339
30061,305,602,108
30063,395,"1,330",394
30065,"31,157","16,456","3,689"
30067,498,"1,461",334
30069,"4,167","3,894",546
30071,76,187,8
30073,509,"1,183",256
30075,951,"1,499",453
30077,321,390,64
30079,962,"1,951",610
30081,194,422,70
30083,"7,744","9,626","2,680"
