id,qualified_professionals,high_school,middle_school_or_lower
30085,"1,395","2,915",594
30087,907,"2,486",970
30089,"1,148","1,872",677
30091,"1,408","3,742","1,024"
30093,530,818,231
30095,"6,078","7,879","2,163"
30097,"1,716","2,414",335
30099,644,960,156
30101,933,"1,425",298
30103,536,"1,276",580
30105,119,210,47
30107,"1,146","1,895",349
30109,272,472,343
30111,168,313,101
31000,"30,890","32,885","7,336"
31001,"366,783","330,629","113,944"
31003,"4,583","6,451","1,846"
31005,834,"1,502",406
31007,75,77,14
31009,97,181,23
31011,98,140,5
31013,654,"1,424",239
31015,"1,183","2,471",637
31017,287,593,76
31019,428,910,172
31021,"9,821","7,369","1,870"
31023,840,"1,788",474
31025,988,"2,195",505
31027,"4,333","5,717",919
31029,"1,035","2,220",425
31031,517,823,310
31033,802,"1,384",368
31035,"1,712","1,852",441
31037,808,"1,518",449
31039,899,"2,032","1,844"
31041,"1,216","2,326",749
31043,"1,612","2,450",577
31045,"1,644","4,539","3,259"
31047,"1,896","1,472",307
31049,"2,322","4,812","3,671"
31051,251,458,128
31053,743,"1,444",452
31055,"4,676","8,841","3,061"
31057,"132,208","76,356","37,170"
31059,259,430,130
31061,799,"1,567",339
31063,427,851,200
31065,327,587,80
31067,573,"1,120",402
31069,"3,103","5,439","1,644"
31071,327,454,84
31073,261,521,81
31075,291,482,96
31077,101,186,12
31079,283,663,116
31081,"7,422","12,085","6,573"
31083,"1,567","1,979",401
31085,413,905,215
31087,156,206,70
31089,306,776,171
31091,"1,526","2,556",561
31093,128,184,32
31095,905,"1,787",338
31097,784,"2,062",564
31099,599,"1,533",433
31101,"1,077","1,558",299
31103,"1,282","2,035",487
31105,103,209,37
31107,417,931,309
31109,"1,195","2,133",498
31111,"69,464","41,481","12,358"
31113,"5,274","7,303","1,967"
31115,114,158,52
31117,88,151,11
31119,79,88,21
31121,"4,475","6,814","2,659"
31123,868,"1,889",409
31125,634,"1,061",443
31127,442,954,236
31129,"1,327","1,509",259
31131,531,"1,394",213
31133,"2,248","4,101",960
31135,315,853,181
31137,477,640,224
31139,"1,467","2,060",433
31141,"1,043","1,709",255
31143,"4,553","6,646","2,336"
31145,786,"1,173",215
31147,"1,329","2,580",474
31149,"1,133","2,269",533
31151,183,456,79
31153,"1,279","2,986","1,439"
31155,"41,814","23,818","5,047"
31157,"3,700","4,470",981
31159,"5,231","7,209","3,180"
31161,"2,954","3,199",784
31163,934,"1,148",380
31165,356,955,168
31167,261,295,54
31169,772,"1,353",325
31171,733,"1,356",305
31173,111,136,31
31175,603,"1,264",509
31177,624,"1,246",222
31179,"4,180","4,148",586
31181,"1,909","1,177",266
31183,537,939,210
31185,102,251,31
32000,"2,660","2,806",539
32001,"445,561","544,288","280,240"
32003,"2,711","5,442","1,734"
32005,"317,635","401,877","210,261"
32007,"9,408","8,512","2,499"
32009,"5,907","9,016","5,419"
32011,132,334,85
32013,219,548,111
32015,"1,506","3,703","1,903"
32017,529,"1,360",641
32019,804,"1,169",402
32021,"5,303","11,783","5,502"
32023,397,"1,122",453
32027,"3,977","11,979","5,010"
32029,552,"1,758","1,091"
32031,744,912,194
32033,"86,675","71,267","38,898"
32510,978,"2,530","1,127"
33000,"8,084","10,976","4,910"
33001,"330,676","264,372","69,274"
33003,"13,490","13,318","3,696"
33005,"12,212","10,992","2,432"
33007,"16,510","17,485","3,846"
33009,"4,385","9,676","2,996"
33011,"24,045","17,486","4,849"
33013,"101,904","76,261","23,740"
33015,"36,270","28,983","7,200"
33017,"85,177","56,361","11,221"
33019,"28,260","22,522","6,288"
34000,"8,423","11,288","3,006"
34001,"2,290,041","1,726,006","678,613"
34003,"48,486","62,075","26,797"
34005,"310,715","156,597","52,189"
34007,"113,766","91,180","22,247"
34009,"106,367","108,016","40,771"
34011,"21,433","23,780","6,976"
34013,"14,963","41,258","23,764"
34015,"175,623","150,208","80,669"
34017,"59,149","67,858","15,827"
34019,"181,560","123,253","78,197"
34021,"43,826","19,811","4,695"
34023,"100,237","62,510","30,548"
34025,"234,943","147,820","62,513"
34027,"188,285","109,162","31,831"
34029,"179,661","75,112","20,900"
34031,"111,084","142,483","36,753"
34033,"88,782","113,611","58,216"
34035,"9,066","17,215","6,013"
34037,"121,168","48,389","13,572"
34039,"34,239","31,665","6,168"
34041,"123,894","109,393","52,756"
35000,"22,794","24,610","7,211"
35001,"366,238","362,627","211,201"
35003,"149,275","107,248","54,396"
35005,723,"1,095",226
35006,"7,930","10,986","8,993"
35007,"2,252","6,072","3,596"
35009,"2,072","3,197","1,058"
35011,"6,062","8,153","5,172"
35013,142,574,210
35015,"35,137","28,438","26,862"
35017,"6,193","13,087","5,662"
35019,"5,619","5,378","2,876"
35021,455,"1,303",791
35023,117,176,50
35025,474,912,708
35027,"5,389","12,491","11,626"
35028,"4,279","4,016","1,566"
35029,"8,216","1,428",358
35031,"1,973","5,161","4,828"
35033,"4,784","14,565","11,391"
35035,397,"1,204",370
35037,"7,471","12,103","6,911"
35039,902,"2,246",983
35041,"4,860","8,860","4,234"
35043,"2,520","2,953","2,243"
35045,"27,614","23,352","8,568"
35047,"12,085","24,506","12,890"
35049,"3,730","5,669","3,523"
35051,"44,071","23,656","12,625"
35053,"1,581","2,879","1,537"
35055,"2,094","3,521","2,170"
35057,"6,785","6,321","2,970"
35059,"1,927","3,479","1,930"
35061,488,"1,120",662
36000,"8,621","16,478","9,216"
36001,"4,691,446","3,569,454","1,900,892"
36003,"81,047","52,410","14,881"
36005,"6,236","11,508","3,335"
36007,"173,169","248,174","261,022"
36009,"36,234","41,580","12,788"
36011,"9,650","21,434","6,298"
36013,"11,978","18,382","6,856"
36015,"18,806","32,310","10,646"
36017,"14,759","21,063","5,909"
36019,"6,055","13,440","4,545"
36021,"12,281","19,622","7,522"
36023,"13,500","14,220","5,070"
36025,"7,575","10,307","2,925"
36027,"7,025","12,580","4,024"
36029,"68,854","53,890","19,997"
36031,"205,367","180,119","58,410"
36033,"7,138","10,104","3,031"
36035,"6,587","12,920","5,241"
36037,"6,580","14,182","5,147"
36039,"8,800","14,872","3,759"
36041,"7,099","12,816","4,954"
36043,773,"1,098",491
36045,"9,524","15,679","4,354"
36047,"15,294","25,083","7,231"
36049,"597,685","452,449","351,046"
36051,"2,868","8,282","2,019"
36053,"10,432","14,412","4,706"
36055,"12,716","16,078","4,576"
36057,"185,977","124,160","48,778"
36059,"5,467","12,636","5,312"
36061,"407,033","221,890","85,267"
36063,"747,953","155,318","160,845"
36065,"35,296","52,384","13,707"
36067,"38,047","53,574","18,999"
36069,"108,128","81,545","29,825"
36071,"24,385","21,577","5,599"
36073,"68,364","71,105","25,217"
36075,"4,712","11,728","4,061"
36077,"14,453","31,198","10,788"
36079,"11,364","13,226","3,798"
36081,"27,163","18,806","5,103"
36083,"499,006","444,776","315,505"
36085,"32,259","31,519","9,539"
36087,"101,712","101,997","36,063"
36089,"82,053","45,527","25,868"
36091,"16,428","25,990","8,562"
36093,"62,730","40,132","9,439"
36095,"32,458","31,473","10,369"
36097,"4,512","8,371","2,529"
36099,"2,767","5,299","1,326"
36101,"4,982","8,867","3,619"
36103,"15,262","25,448","7,098"
36105,"352,396","295,808","102,414"
36107,"11,853","17,682","7,331"
36109,"8,758","12,331","3,412"
36111,"30,789","11,883","3,279"
36113,"39,957","39,401","12,793"
36115,"13,475","15,842","4,190"
36117,"9,069","17,728","5,140"
36119,"13,556","23,064","6,402"
36121,"312,811","130,376","81,981"
36123,"4,433","12,177","3,515"
37000,"3,806","5,602","2,436"
37001,"1,940,435","1,765,772","914,827"
37003,"23,184","29,577","16,048"
37005,"3,502","10,422","5,095"
37007,"1,493","2,590","1,521"
37009,"1,732","7,470","3,566"
37011,"3,951","6,370","3,377"
37013,"2,601","3,909","2,763"
37015,"6,286","11,131","5,200"
37017,"1,725","5,691","3,767"
37019,"3,593","7,745","5,227"
37021,"24,831","25,335","11,018"
37023,"66,279","44,454","18,187"
37025,"10,658","18,978","12,888"
37027,"36,160","33,180","13,997"
37029,"7,999","18,463","13,017"
37031,"1,431","1,643","1,180"
37033,"13,275","13,635","5,114"
37035,"2,229","5,653","4,204"
37037,"23,052","32,517","17,720"
37039,"19,639","11,004","6,639"
37041,"3,977","6,988","3,268"
37043,"2,129","3,632","1,667"
37045,"1,694","2,632",970
37047,"10,792","22,999","10,893"
37049,"4,710","12,868","7,589"
37051,"15,158","18,130","8,573"
37053,"48,523","51,791","19,520"
37055,"3,845","5,102","2,251"
37057,"7,552","6,395","1,943"
37059,"20,748","38,190","20,120"
37061,"6,937","9,130","4,278"
37063,"4,049","12,213","11,029"
37065,"93,382","33,995","25,033"
37067,"3,847","13,473","8,372"
37069,"81,432","61,318","29,357"
37071,"8,805","13,025","7,256"
37073,"28,717","43,424","24,323"
37075,"1,193","3,076","1,209"
37077,840,"2,129","1,260"
37079,"7,868","12,678","7,454"
37081,"1,372","4,699","3,703"
37083,"116,917","83,200","39,376"
37085,"4,924","13,255","8,531"
37087,"15,464","25,109","11,413"
37089,"10,551","12,704","5,768"
37091,"24,312","21,396","9,243"
37093,"2,516","5,550","3,311"
37095,"5,780","9,337","4,999"
37097,356,"1,668",789
37099,"29,159","33,150","13,778"
37101,"7,727","7,050","3,474"
37103,"25,331","36,091","17,953"
37105,"1,046","2,182","1,381"
37107,"8,225","10,272","7,525"
37109,"5,508","12,678","7,942"
37111,"11,033","17,597","8,995"
37113,"4,699","11,284","5,646"
37115,"5,781","7,755","3,105"
37117,"3,692","4,570","2,618"
37119,"2,651","6,064","2,737"
37121,"288,665","123,444","69,510"
37123,"1,971","3,682","2,070"
37125,"2,797","6,183","4,552"
37127,"22,934","16,244","6,997"
37129,"12,615","21,733","10,249"
37131,"55,655","32,556","11,320"
37133,"1,701","5,761","3,277"
37135,"19,491","28,922","9,007"
37137,"49,369","12,864","6,521"
37139,"1,889","3,056","1,310"
37141,"5,034","8,544","3,884"
37143,"9,121","11,854","5,716"
37145,"1,744","3,548","1,512"
37147,"4,104","10,302","4,213"
37149,"30,566","25,801","11,648"
37151,"4,927","3,899","1,893"
37153,"14,738","33,667","19,518"
37155,"4,238","10,752","6,055"
37157,"10,756","29,338","20,111"
37159,"9,048","23,648","12,348"
37161,"16,710","31,456","15,300"
37163,"7,928","15,102","9,009"
37165,"5,070","14,239","10,327"
37167,"3,474","8,123","5,072"
37169,"6,734","14,170","6,380"
37171,"4,813","13,195","5,992"
37173,"7,769","15,668","11,401"
37175,"1,495","3,198","1,924"
37177,"7,366","7,043","2,928"
37179,257,"1,226",842
37181,"46,136","34,280","14,873"
37183,"3,402","10,778","7,027"
37185,"328,593","106,154","50,508"
37187,"2,113","5,102","3,004"
37189,836,"3,256","1,792"
37191,"11,456","6,164","3,531"
37193,"15,295","24,123","13,903"
37195,"6,726","16,096","11,306"
37197,"10,213","18,450","10,881"
37199,"3,211","9,119","5,785"
38000,"2,613","4,466","2,151"
38001,"134,554","131,086","38,034"
38003,463,572,68
38005,"1,826","2,521",703
38007,579,"1,250",580
38009,171,226,68
38011,990,"1,493",427
38013,486,722,227
38015,317,434,168
38017,"20,820","14,419","4,012"
38019,"38,783","21,534","5,741"
38021,527,800,254
38023,987,963,435
38025,411,603,210
38027,605,960,265
38029,375,519,185
38031,378,905,375
38033,517,683,269
38035,276,305,94
38037,"13,347","10,131","2,555"
38039,328,674,206
38041,351,568,214
38043,269,704,236
38045,351,637,161
38047,665,898,405
38049,201,606,227
38051,851,"1,424",411
38053,388,666,391
38055,"1,594","2,018",495
38057,"1,274","2,471",595
38059,"1,268","1,794",579
38061,"5,228","6,446","1,641"
38063,"1,451","1,809",500
38065,449,750,193
38067,223,417,155
38069,"1,050","1,825",574
38071,444,"1,121",371
38073,"1,739","2,489",723
38075,663,"1,409",387
38077,296,534,135
38079,"2,291","3,047",899
38081,"1,853","1,838","1,322"
38083,527,870,230
38085,168,397,143
38087,383,742,329
38089,149,141,58
38091,"4,818","6,003","1,825"
38093,336,433,86
38095,"3,573","5,014","1,471"
38097,303,542,126
38099,"1,484","1,433",425
38101,"1,285","2,817","1,008"
38103,"11,163","12,648","2,827"
38105,667,"1,036",477
39000,"4,613","5,825","1,573"
39001,"2,092,875","2,654,140","825,155"
39003,"2,080","8,727","4,159"
39005,"12,048","26,925","7,426"
39007,"6,919","15,190","4,428"
39009,"9,026","30,505","10,022"
39011,"10,380","11,708","3,686"
39013,"5,508","13,835","2,220"
39015,"8,334","21,511","5,154"
39017,"3,780","14,512","4,479"
39019,"69,285","79,198","24,528"
39021,"2,287","9,564","2,594"
39023,"4,391","12,074","2,887"
39025,"16,689","34,497","11,883"
39027,"37,579","45,584","14,161"
39029,"4,577","11,719","3,199"
39031,"10,476","34,104","9,302"
39033,"3,037","12,416","3,595"
39035,"3,766","13,599","3,427"
39037,"269,342","246,721","100,034"
39039,"4,648","17,232","3,931"
39041,"4,077","11,538","2,629"
39043,"64,435","25,199","4,150"
39045,"11,597","20,543","5,057"
39047,"26,566","34,031","8,306"
39049,"2,858","9,734","2,483"
39051,"311,493","202,861","78,299"
39053,"4,857","11,978","2,727"
39055,"3,181","8,315","4,014"
39057,"23,755","17,216","5,691"
39059,"41,064","27,495","8,066"
39061,"3,725","11,555","4,235"
39063,"192,127","145,945","53,291"
39065,"13,227","18,623","3,842"
39067,"2,785","9,448","2,043"
39069,"1,078","5,264","1,574"
39071,"3,057","8,440","1,666"
39073,"3,511","12,622","4,714"
39075,"2,815","9,022","2,310"
39077,"1,923","9,039","10,338"
39079,"5,288","18,456","4,820"
39081,"3,753","9,500","3,502"
39083,"7,377","20,196","4,833"
39085,"8,653","16,238","4,124"
39087,"44,183","54,667","13,156"
39089,"6,056","17,826","6,144"
39091,"26,584","41,448","10,950"
39093,"4,825","15,249","3,235"
39095,"48,828","66,926","22,530"
39097,"72,817","88,266","32,517"
39099,"5,024","12,890","4,086"
39101,"37,533","62,455","16,299"
39103,"5,676","19,912","6,192"
39105,"38,023","38,519","7,689"
39107,"2,219","7,135","2,648"
39109,"4,564","12,972","2,222"
39111,"15,092","25,821","7,819"
39113,"1,120","5,349","1,310"
39115,"94,782","102,861","37,595"
39117,"1,268","4,865","1,277"
39119,"3,206","10,797","3,308"
39121,"8,753","24,060","7,842"
39123,"1,013","5,342","1,708"
39125,"6,441","11,398","2,326"
39127,"1,711","6,520","1,279"
39129,"2,891","10,702","3,889"
39131,"6,747","16,871","5,036"
39133,"2,360","7,817","4,203"
39135,"28,233","38,533","8,364"
39137,"3,870","12,850","3,228"
39139,"4,372","9,544","1,611"
39141,"13,933","34,737","10,886"
39143,"8,301","23,652","7,731"
39145,"6,100","17,419","4,394"
39147,"7,965","21,583","8,436"
39149,"5,449","16,843","3,424"
39151,"5,520","14,034","3,004"
39153,"58,567","98,058","24,753"
39155,"115,217","120,559","33,824"
39157,"26,086","65,635","16,178"
39159,"9,595","29,730","9,011"
39161,"10,433","12,785","2,892"
39163,"3,345","9,282","1,649"
39165,862,"4,176","1,729"
39167,"60,591","38,588","10,533"
39169,"7,978","17,897","4,245"
39171,"16,245","30,671","11,028"
39173,"3,659","11,606","2,935"
39175,"25,229","25,012","4,714"
40000,"2,255","7,399","1,497"
40001,"620,115","801,598","322,890"
40003,"1,912","6,114","2,926"
40005,896,"1,717",491
40007,"1,409","3,887","1,743"
40009,783,"1,373",576
40011,"2,802","6,096","2,373"
40013,"1,182","2,652","1,042"
40015,"6,510","10,073","4,112"
40017,"3,130","8,051","2,757"
40019,"21,967","25,163","7,021"
40021,"6,269","12,235","4,339"
40023,"7,212","9,574","4,288"
40025,"1,330","4,073","1,996"
40027,316,604,248
40029,"54,191","43,393","14,899"
40031,658,"1,549",663
40033,"16,029","26,079","8,041"
40035,682,"1,691",513
40037,"1,471","4,142","1,474"
40039,"7,490","19,668","6,593"
40041,"4,719","5,857","2,054"
40043,"4,960","10,934","4,607"
40045,709,"1,421",305
40047,623,"1,028",345
40049,"8,699","14,825","5,200"
40051,"2,831","7,984","2,826"
40053,"6,431","14,177","4,462"
40055,766,"1,107",283
40057,621,"1,616",612
40059,413,511,441
40061,607,899,452
40063,"1,053","3,423","1,712"
40065,"1,048","3,866","1,959"
40067,"3,396","4,381","2,888"
40069,570,"1,804",690
40071,"1,181","2,739","1,420"
40073,"5,825","9,975","3,890"
40075,"2,208","3,586","1,174"
40077,"1,127","2,396",985
40079,"1,127","2,469","1,126"
40081,"4,871","13,687","6,097"
40083,"3,359","9,096","3,483"
40085,"7,992","9,973","2,930"
40087,868,"2,803","1,085"
40089,"5,641","8,475","2,943"
40091,"2,990","9,079","3,998"
40093,"2,018","5,902","2,307"
40095,879,"2,151",629
40097,"1,494","3,825","2,171"
40099,"4,213","10,541","3,791"
40101,"1,919","3,612","1,636"
40103,"8,896","16,656","6,714"
40105,"1,781","2,754",904
40107,908,"3,134","1,037"
40109,"1,003","3,113","1,729"
40111,"152,704","125,367","67,294"
40113,"4,032","9,498","3,301"
40115,"5,634","13,873","4,002"
40117,"2,892","7,534","3,363"
40119,"1,851","4,828","1,396"
40121,"15,827","11,272","3,764"
40123,"5,029","11,357","4,332"
40125,"6,630","8,339","2,827"
40127,"8,309","16,617","6,310"
40129,"1,139","3,091","1,408"
40131,527,958,202
40133,"13,858","19,670","5,208"
40135,"2,309","5,950","2,694"
40137,"3,954","10,764","5,177"
40139,"5,489","12,180","4,001"
40141,"2,631","3,861","3,699"
40143,828,"1,864","1,145"
40145,"125,993","106,106","45,849"
40147,"11,103","17,734","5,304"
40149,"9,321","12,445","3,278"
40151,"1,659","3,167",924
40153,"1,526","1,906",694
41000,"2,885","5,284","1,738"
41001,"866,373","657,520","276,498"
41003,"2,715","3,732","1,132"
41005,"28,312","7,556","2,636"
41007,"93,809","61,765","18,523"
41009,"6,530","6,942","2,184"
41011,"6,719","11,396","3,379"
41013,"8,556","15,125","5,153"
41015,"2,561","5,780","1,970"
41017,"4,186","4,905","1,834"
41019,"40,675","28,824","8,559"
41021,"12,847","25,509","8,575"
41023,228,505,135
41025,"1,193","1,747",569
41027,893,"1,827",538
41029,"4,616","3,815","3,018"
41031,"38,938","40,464","16,569"
41033,"2,427","4,406","2,481"
41035,"10,643","19,933","6,914"
41037,"8,664","14,059","5,701"
41039,"1,011","1,949",938
41041,"70,002","60,355","21,640"
41043,"8,201","10,602","3,821"
41045,"14,912","25,034","8,510"
41047,"2,633","5,961","3,938"
41049,"47,525","57,508","31,598"
41051,700,"2,432","1,750"
41053,"238,041","98,417","52,027"
41055,"14,890","12,932","4,509"
41057,222,469,87
41059,"3,950","6,363","1,940"
41061,"7,705","14,347","8,609"
41063,"3,974","5,748","1,257"
41065,"1,337","1,728",359
41067,"3,302","5,334","2,523"
41069,"156,722","70,682","34,900"
41071,194,435,96
42000,"16,540","18,934","8,126"
42001,"2,595,950","3,183,249","925,686"
42003,"15,460","29,599","8,631"
42005,"343,876","254,567","53,974"
42007,"7,671","24,163","5,393"
42009,"28,671","47,914","9,883"
42011,"4,859","17,935","4,711"
42013,"65,670","105,849","40,227"
42015,"17,349","42,747","8,283"
42017,"7,711","21,049","4,861"
42019,"169,579","133,426","28,445"
42021,"43,431","44,591","8,464"
42023,"19,865","44,733","9,360"
42025,566,"1,666",466
42027,"7,535","22,028","5,082"
42029,"39,759","29,207","6,283"
42031,"173,198","77,505","24,292"
42033,"5,452","12,039","3,000"
42035,"7,842","30,114","7,645"
42037,"4,381","11,523","3,097"
42039,"9,339","19,507","4,821"
42041,"12,367","26,897","7,000"
42043,"57,035","57,456","14,628"
42045,"55,049","63,814","20,502"
42047,"139,018","119,347","28,713"
42049,"4,046","11,105","1,925"
42051,"50,622","74,726","16,766"
42053,"14,363","49,133","12,318"
42055,539,"3,549","1,248"
42057,"21,196","45,583","14,220"
42059,"1,392","5,451","1,355"
42061,"4,639","12,770","3,554"
42063,"4,811","16,730","3,726"
42065,"12,438","24,740","6,202"
42067,"4,677","16,175","3,444"
42069,"2,316","8,938","3,069"
42071,"39,089","56,335","14,925"
42073,"90,904","132,375","54,574"
42075,"12,814","27,935","6,614"
42077,"18,609","40,596","13,089"
42079,"70,517","81,306","29,113"
42081,"50,011","88,806","24,732"
42083,"16,640","32,444","8,989"
42085,"5,122","14,433","3,146"
42087,"17,243","35,277","8,381"
42089,"3,943","16,708","5,538"
42091,"26,672","41,302","11,833"
42093,"270,904","140,207","34,804"
42095,"3,808","5,544","1,357"
42097,"58,066","73,199","19,950"
42099,"10,206","34,122","9,635"
42101,"5,233","14,802","3,757"
42103,"272,786","346,895","180,039"
42105,"10,275","14,189","3,759"
42107,"1,854","5,897","1,540"
42109,"16,260","50,617","12,860"
42111,"4,438","12,103","4,553"
42113,"8,745","27,792","7,270"
42115,763,"2,420",539
42117,"5,113","14,218","3,390"
42119,"6,009","12,939","3,201"
42121,"6,806","12,587","4,559"
42123,"6,374","19,020","4,283"
42125,"5,458","13,801","2,603"
42127,"41,825","57,736","12,257"
42129,"7,908","16,621","3,902"
42131,"70,776","101,343","18,351"
42133,"3,665","9,432","1,646"
44000,"70,392","123,672","34,909"
44001,"235,228","200,648","94,558"
44003,"15,848","7,125","3,293"
44005,"38,382","34,336","10,375"
44007,"27,040","13,578","4,109"
44009,"115,960","126,062","71,278"
45000,"37,998","19,547","5,503"
45001,"865,057","963,022","456,087"
45003,"2,347","6,003","3,713"
45005,"28,936","35,407","16,597"
45007,651,"2,695","1,684"
45009,"26,338","41,956","21,151"
45011,"1,887","2,819","2,215"
45013,"1,897","5,068","2,934"
45015,"49,139","28,211","9,375"
45017,"29,946","39,759","15,408"
45019,"1,818","4,138","1,727"
45021,"109,446","57,726","26,003"
45023,"5,942","13,556","8,096"
45025,"3,199","8,244","4,529"
45027,"3,618","12,895","7,357"
45029,"3,540","8,618","4,849"
45031,"3,992","9,830","4,284"
45033,"7,859","16,457","8,770"
45035,"1,953","7,372","5,547"
45037,"25,792","27,417","9,930"
45039,"3,525","6,727","3,728"
45041,"2,858","6,373","2,942"
45043,"20,684","30,674","14,083"
45045,"11,587","13,073","6,206"
45047,"106,698","82,146","42,545"
45049,"10,990","13,704","8,176"
45051,"1,545","5,893","2,808"
45053,"49,230","69,261","24,955"
45055,"2,752","6,829","4,088"
45057,"8,905","15,537","6,083"
45059,"13,673","19,570","9,256"
45061,"6,373","15,632","9,259"
45063,"1,304","5,273","2,790"
45065,"56,507","54,218","20,467"
45067,"1,489","2,436","1,531"
45069,"3,534","7,968","4,366"
45071,"1,659","8,012","5,019"
45073,"4,177","9,108","5,623"
45075,"12,690","16,963","8,797"
45077,"11,869","20,182","9,348"
45079,"17,724","23,600","11,850"
45081,"93,254","55,804","23,344"
45083,"2,306","5,115","3,043"
45085,"44,783","58,498","32,080"
45087,"13,223","20,559","11,996"
45089,"2,440","7,722","3,989"
45091,"2,856","9,261","4,747"
46000,"48,122","44,713","18,799"
46003,"152,785","171,623","49,055"
46005,376,657,208
46007,"2,458","3,931","2,007"
46009,342,590,405
46011,943,"1,988",567
46013,"7,156","4,623",756
46015,"7,122","8,353","1,979"
46017,913,"1,046",492
46019,83,426,232
46021,"1,385","2,680",630
46023,258,439,103
46025,"1,040","2,181",667
46027,410,981,255
46029,"3,335","1,658",360
46031,"3,889","7,009","1,513"
46033,382,816,429
46035,"1,627","1,983",441
46037,"3,518","3,578","1,244"
46039,693,"1,584",450
46041,598,"1,250",256
46043,433,"1,137",464
46045,435,780,301
46047,625,898,303
46049,"1,248","1,712",360
46051,445,576,133
46053,745,"2,222",502
46055,574,"1,109",351
46057,292,553,137
46059,752,"1,623",264
46061,550,793,196
46063,440,749,161
46065,250,253,59
46067,"4,002","3,377","1,062"
46069,"1,083","1,850",659
46071,216,468,74
46073,339,604,230
46075,261,611,166
46077,88,271,51
46079,826,"1,371",342
46081,"2,742","2,653",496
46083,"5,347","5,272","1,017"
46085,"13,581","7,008","1,602"
46087,444,949,291
46089,845,"1,214",401
46091,259,494,363
46093,747,"1,062",362
46095,"4,153","5,561","1,157"
46097,176,513,207
46099,339,602,154
46101,"36,016","33,746","10,220"
46113,"1,147","1,379",384
46103,787,"1,940","1,550"
46105,"20,916","20,126","5,198"
46107,419,863,235
46109,350,728,156
46111,"1,042","2,398",840
46115,330,630,175
46117,950,"1,718",348
46119,545,709,185
46121,246,320,81
46123,769,"1,219","1,009"
46125,833,"1,452",486
46127,"1,248","2,057",454
46129,"3,036","2,956",879
46135,819,"1,450",483
46137,"4,331","5,282","1,291"
47000,236,592,222
47001,"1,122,416","1,451,602","620,548"
47003,"12,850","17,775","7,776"
47005,"4,334","12,600","5,941"
47007,"1,457","5,556","2,176"
47009,"1,151","4,236","2,594"
47011,"20,650","30,845","10,577"
47013,"14,468","22,654","11,448"
47015,"3,041","12,021","7,336"
47017,"1,283","4,462","1,655"
47019,"2,926","8,055","4,098"
47021,"6,628","16,233","7,692"
47023,"5,270","10,134","3,905"
47025,"1,730","4,233","1,751"
47027,"2,966","9,140","5,119"
47029,780,"2,647","1,344"
47031,"2,586","11,738","5,363"
47033,"6,731","13,680","5,317"
47035,"1,342","3,906","2,320"
47037,"8,189","16,487","7,174"
47039,"173,509","105,806","56,790"
47041,948,"3,886","1,486"
47043,"1,889","5,865","2,936"
47045,"4,920","15,340","5,693"
47047,"4,711","10,020","4,286"
47049,"6,210","9,937","3,877"
47051,"1,585","5,714","2,876"
47053,"5,353","11,069","4,136"
47055,"5,820","12,919","5,108"
47057,"2,852","8,994","3,398"
47059,"1,893","7,313","3,193"
47061,"7,198","21,256","8,878"
47063,"1,038","4,161","2,459"
47065,"6,928","18,052","8,042"
47067,"72,020","66,058","29,777"
47069,538,"1,899","1,155"
