id,qualified_professionals,high_school,middle_school_or_lower
47071,"1,974","8,371","4,191"
47073,"2,357","7,929","3,808"
47075,"5,249","17,596","7,277"
47077,"1,492","5,572","2,407"
47079,"2,571","7,638","3,801"
47081,"3,413","10,984","3,649"
47083,"1,918","7,057","3,842"
47085,615,"2,586","1,322"
47087,"1,643","5,423","2,150"
47089,675,"4,183","1,974"
47091,"5,765","14,454","6,020"
47093,"1,355","5,579","3,184"
47095,"106,087","77,105","28,076"
47097,519,"2,591","1,532"
47099,"1,579","8,294","4,509"
47101,"3,330","12,221","5,742"
47103,"1,033","3,605","1,463"
47105,"4,123","9,709","3,932"
47107,"9,420","12,142","5,458"
47109,"5,014","16,036","6,167"
47111,"1,989","8,123","3,512"
47113,"1,419","6,958","3,734"
47115,"16,472","21,656","7,395"
47117,"2,494","7,480","4,381"
47119,"3,004","9,007","3,420"
47121,"11,506","21,180","6,968"
47123,750,"3,756","1,797"
47125,"3,887","13,752","6,682"
47127,"29,316","35,314","8,986"
47129,800,"1,881",645
47131,"1,158","7,525","3,140"
47133,"3,578","9,051","3,683"
47135,"2,131","6,832","3,323"
47137,545,"2,291","1,373"
47139,357,"1,627",878
47141,"1,163","5,021","2,523"
47143,"11,599","18,182","7,047"
47145,"2,901","8,124","5,301"
47147,"7,279","14,495","5,498"
47149,"8,279","17,868","6,145"
47151,"54,252","54,180","16,566"
47153,"1,320","6,912","3,359"
47155,"1,370","4,040","1,879"
47157,"11,686","24,724","10,979"
47159,"181,892","161,292","77,978"
47161,"1,405","6,132","2,272"
47163,"1,222","3,899","1,287"
47165,"24,163","40,025","16,167"
47167,"29,923","37,621","12,555"
47169,"6,291","15,990","5,757"
47171,790,"2,106","1,105"
47173,"1,668","5,409","2,535"
47175,"1,326","5,953","3,077"
47177,483,"1,976",803
47179,"3,601","11,804","5,854"
47181,"26,452","26,216","9,909"
47183,"1,317","5,373","2,654"
47185,"4,536","8,644","3,266"
47187,"2,192","8,599","3,318"
47189,"75,277","20,803","5,879"
48000,"24,697","26,015","8,738"
48001,"4,800,677","4,286,126","3,015,952"
48003,"4,924","15,294","8,296"
48005,"1,085","3,635","2,669"
48007,"8,887","17,894","11,408"
48009,"3,695","5,205","3,072"
48011,"1,328","2,108",604
48013,314,365,139
48015,"4,290","10,864","7,426"
48017,"4,128","5,744","3,457"
48019,464,"1,233","1,398"
48021,"3,846","4,940","2,108"
48023,"9,525","15,426","10,076"
48025,698,811,343
48027,"1,978","7,520","6,353"
48029,"46,177","54,300","19,255"
48031,"315,328","296,560","194,124"
48033,"2,337","2,590",818
48035,168,107,31
48037,"2,261","4,467","2,265"
48039,"11,790","22,357","7,877"
48041,"62,870","57,362","29,112"
48043,"42,605","21,021","15,385"
48045,"2,354","1,513",892
48047,264,306,259
48049,614,"1,277","1,249"
48051,"4,751","9,391","3,812"
48053,"1,788","4,744","2,366"
48055,"7,146","9,745","4,309"
48057,"3,742","9,199","5,309"
48059,"2,230","4,845","2,815"
48061,"1,399","3,869","1,144"
48063,"40,535","60,394","83,248"
48065,"1,226","3,119","1,538"
48067,"1,059","1,124",311
48069,"3,077","9,589","3,004"
48071,617,"1,495","1,389"
48073,"5,116","7,067","3,923"
48075,"5,788","11,252","6,816"
48077,742,"1,935",703
48079,"1,209","3,101",793
48081,175,588,553
48083,488,830,349
48085,862,"2,435","1,058"
48087,"288,571","88,132","36,966"
48089,347,574,468
48091,"2,630","5,361","2,599"
48093,"29,733","22,045","7,299"
48095,"1,590","3,423","1,877"
48097,357,857,"1,198"
48099,"5,611","7,718","3,605"
48101,"7,081","13,173","5,815"
48103,176,330,302
48105,378,909,799
48107,277,861,660
48109,463,"1,281","1,063"
48111,116,529,532
48113,486,"1,214","1,121"
48115,"471,989","358,305","349,434"
48117,"1,086","3,125","2,224"
48119,"1,581","3,465","3,138"
48121,674,"1,300",498
48123,"204,364","91,870","38,572"
48125,"2,124","5,579","2,920"
48127,233,509,350
48129,690,"2,063","2,189"
48131,380,780,291
48133,667,"2,489","2,470"
48135,"1,797","4,167","2,121"
48137,"13,722","26,248","22,581"
48139,348,420,362
48141,"22,335","29,032","15,677"
48143,"108,231","121,458","117,532"
48145,"6,498","5,573","3,701"
48147,"1,408","4,315","2,887"
48149,"3,706","8,238","4,019"
48151,"3,043","6,618","3,262"
48153,501,871,467
48155,643,"1,114","1,052"
48157,153,324,183
48159,"193,935","75,855","47,134"
48161,"1,378","2,221","1,050"
48163,"1,574","4,646","2,588"
48165,808,"3,810","4,126"
48167,"1,128","3,107","4,268"
48169,"60,479","51,893","25,989"
48171,420,"1,288","2,054"
48173,"6,441","5,272","2,024"
48175,207,190,204
48177,838,"1,968",589
48179,"1,789","4,412","3,573"
48181,"2,087","4,968","3,022"
48183,"16,846","25,749","10,381"
48185,"16,346","22,510","12,853"
48187,"2,464","6,558","4,160"
48189,"25,315","28,497","11,273"
48191,"3,334","7,161","5,200"
48193,260,570,578
48195,"1,270","1,998","1,054"
48197,718,"1,005",899
48199,376,917,680
48201,"5,992","14,164","4,884"
48203,"839,907","650,318","554,024"
48205,"7,678","14,848","7,467"
48207,885,"1,625",789
48209,582,"1,403","1,362"
48211,"39,627","23,937","12,068"
48213,580,652,533
48215,"9,669","18,670","9,435"
48217,"79,646","106,347","167,932"
48219,"3,812","7,966","4,671"
48221,"2,100","4,086","3,117"
48223,"10,037","11,653","4,581"
48225,"4,078","8,785","4,197"
48227,"2,413","6,146","2,928"
48229,"3,093","8,123","5,038"
48231,171,579,"1,093"
48233,"10,183","20,135","10,143"
48235,"2,164","4,314","2,139"
48237,169,410,90
48239,658,"2,560","1,290"
48241,"1,690","3,309","1,561"
48243,"2,558","11,183","3,188"
48245,670,301,338
48247,"31,374","55,351","27,967"
48249,362,"1,122",823
48251,"2,759","9,312","6,847"
48253,"18,150","33,763","16,553"
48255,"1,624","5,875","3,371"
48257,"1,264","3,865","2,422"
48259,"13,951","23,590","11,095"
48261,"10,568","6,489","1,891"
48263,40,99,148
48265,119,148,108
48267,"9,553","10,156","4,901"
48269,587,"1,174",585
48271,49,79,41
48273,339,718,841
48275,"4,468","3,836","3,992"
48277,459,838,498
48279,"5,596","11,321","5,195"
48281,"1,491","2,650","2,207"
48283,"2,857","3,654","1,580"
48285,700,"1,698","1,736"
48287,"2,205","5,681","2,316"
48289,"1,922","4,170","2,002"
48291,"1,977","4,488","1,828"
48293,"5,157","20,078","12,234"
48295,"2,353","5,319","3,333"
48297,404,766,453
48299,958,"3,045","1,801"
48301,"4,139","4,161","2,105"
48303,2,21,17
48305,"48,279","44,012","25,638"
48307,640,"1,229",820
48309,936,"1,871","1,312"
48311,"32,494","41,628","23,638"
48313,77,164,88
48315,"1,209","3,643","2,214"
48317,985,"3,067","1,532"
48319,621,986,731
48321,733,"1,045",337
48323,"3,632","7,963","5,306"
48325,"3,725","6,693","13,176"
48327,"6,166","10,050","5,556"
48329,233,556,326
48331,"25,382","23,700","16,018"
48333,"2,561","6,004","3,221"
48335,753,896,558
48337,683,"2,086","1,552"
48339,"2,005","4,832","2,424"
48341,"110,906","81,042","44,501"
48343,"1,728","3,226","4,619"
48345,"1,456","3,345","1,161"
48347,123,246,82
48349,"9,404","10,460","6,990"
48351,"4,947","9,502","7,305"
48353,696,"4,632","1,239"
48355,"1,239","3,302","1,946"
48357,"46,863","64,985","42,845"
48359,"1,011","1,860","1,486"
48361,309,303,181
48363,"8,469","21,916","6,034"
48365,"3,002","6,711","3,281"
48367,"2,261","5,131","2,506"
48369,"22,395","22,827","8,896"
48371,962,"1,861","1,885"
48373,"1,016","3,643","3,302"
48375,"3,989","12,849","6,489"
48377,"11,169","22,129","18,056"
48379,"1,164",871,"2,010"
48381,770,"3,341","1,477"
48383,"25,497","18,602","7,468"
48385,269,836,668
48387,575,651,488
48389,"1,201","3,475","1,751"
48391,"1,076","2,539","3,751"
48393,537,"1,818","1,006"
48395,195,180,38
48397,"1,925","3,915","1,934"
48399,"21,508","12,574","4,584"
48401,"1,278","2,558","1,493"
48403,"5,303","11,555","7,472"
48405,972,"3,365","1,100"
48407,718,"2,709","1,214"
48409,"1,898","8,649","3,272"
48411,"6,102","13,320","9,253"
48413,607,"1,324","1,063"
48415,375,482,465
48417,"1,722","3,673","2,153"
48419,562,652,347
48421,"2,508","5,844","4,040"
48423,449,548,535
48425,"35,095","35,809","21,817"
48427,"1,135","1,801","1,023"
48429,"3,220","8,289","17,869"
48431,"1,111","2,217","1,501"
48433,188,293,113
48435,120,356,182
48437,427,715,592
48439,747,"1,873",982
48441,"379,742","292,563","182,543"
48443,"19,759","24,512","10,774"
48445,110,206,153
48447,978,"2,506","2,484"
48449,224,354,219
48451,"2,980","5,726","5,479"
48453,"16,633","21,887","12,401"
48455,"356,611","130,629","90,921"
48457,"1,278","4,220","1,713"
48459,"1,700","6,428","2,336"
48461,"4,279","8,886","4,501"
48463,213,810,530
48465,"2,475","3,679","5,090"
48467,"5,086","7,433","9,627"
48469,"5,964","12,841","6,476"
48471,"11,063","18,612","9,610"
48473,"8,801","16,510","7,871"
48475,"4,751","7,734","5,480"
48477,"1,012","2,481","1,652"
48479,"5,090","7,249","4,022"
48481,"25,267","37,034","49,688"
48483,"3,903","9,073","5,908"
48485,536,"1,188",747
48487,"18,656","26,855","11,761"
48489,"1,353","2,746","1,914"
48491,"1,182","4,758","5,041"
48493,"125,760","65,611","22,731"
48495,"5,995","10,903","4,687"
48497,476,"1,327","1,474"
48499,"6,986","14,685","6,353"
48501,"5,349","10,557","4,641"
48503,868,"1,424","1,392"
48505,"2,318","4,277","2,288"
48507,663,"1,802","3,959"
49000,632,"1,924","2,827"
49001,"540,721","393,484","144,663"
49003,799,"1,392",324
49005,"6,439","9,661","2,118"
49007,"21,564","12,858","4,149"
49009,"2,038","3,583","1,587"
49011,77,212,26
49013,"66,870","40,075","8,444"
49015,"1,616","4,118","1,452"
49017,860,"2,092",512
49019,662,"1,136",305
49021,"1,822","1,834",569
49023,"7,394","6,350","2,073"
49025,985,"2,131",460
49027,"1,266","1,497",252
49029,"1,512","2,375",789
49031,"2,263","1,285",127
49033,278,498,228
49035,282,504,54
49037,"221,734","153,270","69,211"
49039,"1,540","2,798","1,395"
49041,"3,167","4,423","1,758"
49043,"2,120","3,983","1,356"
49045,"13,388","3,992","1,502"
49047,"7,334","11,307","2,952"
49049,"3,082","7,183","2,727"
49051,"104,407","45,414","17,457"
49053,"6,120","3,073","1,280"
49055,"26,258","22,866","6,815"
49057,521,428,142
50000,"34,323","43,146","14,599"
50001,"158,225","130,654","35,440"
50003,"9,029","8,066","1,889"
50005,"8,713","7,853","2,444"
50007,"5,981","7,859","2,027"
50009,"51,623","21,231","6,403"
50011,739,"2,056",733
50013,"7,879","12,689","3,459"
50015,"1,794","1,461",324
50017,"6,301","4,612","1,420"
50019,"6,306","7,377","1,728"
50021,"4,334","7,574","2,529"
50023,"12,640","14,983","3,941"
50025,"16,966","12,006","2,667"
50027,"11,239","9,749","2,724"
51000,"14,681","13,138","3,152"
51001,"2,073,641","1,378,019","638,662"
51003,"4,373","9,657","4,650"
51005,"36,087","12,472","6,031"
51007,"1,909","4,454","1,821"
51009,"1,256","3,286","1,673"
51011,"4,247","7,852","3,881"
51013,"2,121","3,839","1,783"
51015,"125,092","13,913","10,590"
51017,"12,523","20,708","7,234"
51019,533,"1,424",437
51021,"15,317","16,856","6,114"
51023,822,"1,917",550
51025,"6,570","8,127","2,019"
51027,"1,478","4,514","2,711"
51029,"1,720","6,090","5,188"
51031,"1,469","5,184","2,774"
51033,"7,951","13,272","5,695"
51035,"3,811","7,616","3,365"
51036,"2,808","7,649","4,300"
51037,694,"2,214","1,239"
51041,"1,107","3,490","1,700"
51043,"82,964","52,290","18,861"
51045,"3,047","2,939","1,278"
51047,512,"1,825",511
51049,"7,290","10,536","5,341"
51051,"1,035","2,443","1,409"
51053,"1,183","3,753","2,888"
51057,"3,347","7,225","3,731"
51059,"1,316","2,958","1,413"
51061,"463,270","97,727","63,671"
51063,"15,600","13,070","3,976"
51065,"2,022","4,035","1,887"
51067,"5,736","4,903","1,972"
51069,"8,345","13,505","5,899"
51071,"16,221","17,532","6,699"
51073,"1,911","4,731","1,789"
51075,"5,950","8,731","2,684"
51077,"5,876","4,529","1,537"
51079,"1,220","4,600","2,380"
51081,"3,211","4,262","2,171"
51083,736,"3,630","2,028"
51085,"3,992","8,879","5,297"
51087,"25,488","18,553","5,130"
51089,"89,871","49,886","20,016"
51091,"4,383","12,674","7,885"
51093,414,735,294
51095,"7,013","6,987","3,425"
51097,"24,809","10,142","3,186"
51099,"1,019","2,181",770
51101,"5,680","4,445","1,179"
51103,"2,093","4,287","1,311"
51105,"2,586","2,675",930
51107,"2,148","6,405","4,537"
51109,"135,823","30,451","15,082"
51111,"5,416","8,869","4,041"
51113,"1,070","3,235","2,206"
51115,"2,386","3,339","1,317"
51117,"1,802","2,283",579
51119,"3,939","7,541","4,611"
51121,"1,938","2,688",946
51125,"24,755","11,870","4,659"
51127,"3,262","3,695","1,480"
51131,"3,731","4,747","1,183"
51133,"1,897","2,835","1,829"
51135,"2,607","3,007",997
51137,"1,678","4,024","2,761"
51139,"6,368","8,307","2,609"
51141,"2,215","7,577","3,563"
51143,"1,854","4,806","2,774"
51145,"6,626","16,347","8,048"
51147,"5,814","6,115","1,925"
51149,"3,009","4,485","2,198"
51153,"5,731","8,562","2,990"
51155,"110,677","59,623","30,781"
51157,"4,647","8,651","4,049"
51159,"1,812","1,482",716
51161,897,"2,735","1,298"
51163,"22,836","17,271","5,598"
51165,"4,225","6,290","2,314"
51167,"13,091","18,655","9,571"
51169,"2,665","7,219","4,422"
51171,"2,074","6,290","3,420"
51173,"5,993","12,248","4,407"
51175,"3,359","8,706","3,963"
51177,"2,144","4,606","2,324"
51179,"24,999","26,493","8,802"
51181,"32,817","20,332","5,679"
51183,"1,131","1,491",815
51185,"1,103","3,847","2,716"
51187,"4,564","10,853","6,656"
51191,"5,334","10,044","3,743"
51193,"9,857","12,791","6,331"
51195,"2,737","4,520","1,939"
51197,"4,034","9,156","6,924"
51199,"3,521","7,886","3,775"
51510,"19,212","8,667","2,745"
51520,"71,499","13,716","9,927"
51530,"2,875","4,162","2,018"
51540,667,"1,676",778
51550,"14,276","6,168","2,761"
51570,"46,955","40,130","13,369"
51580,"2,679","4,259","1,347"
51590,442,"1,626",594
51595,"5,311","8,207","5,901"
51600,567,"1,345",854
51610,"9,094","2,683","1,357"
51620,"7,482",603,191
51630,"1,291","1,601","1,084"
51640,"6,954","4,113","1,434"
51650,476,"1,861","1,158"
51660,"21,688","24,916","8,911"
51670,"9,132","6,588","3,762"
51678,"2,132","5,441","2,828"
51680,"1,137",451,379
51683,"14,647","11,237","5,185"
51685,"7,889","6,707","4,850"
51690,"3,116","2,803","1,796"
51700,"1,729","2,764","1,977"
51710,"28,631","32,197","12,500"
51720,"40,017","39,825","18,779"
51730,485,649,482
51735,"3,668","7,299","4,715"
51740,"3,379","2,124",442
51750,"13,375","18,708","9,587"
51760,"2,550","1,768",778
51770,"53,770","33,372","23,443"
51775,"15,871","22,044","10,247"
51790,"4,566","5,118","1,785"
51800,"5,835","4,989","2,052"
51810,"15,401","16,251","6,929"
51820,"103,105","67,145","20,447"
51830,"3,318","5,110","2,013"
51840,"4,150","1,063",389
53000,"5,656","5,054","2,987"
53001,"1,612,159","1,101,156","452,496"
53003,"1,444","2,773","3,554"
53005,"3,307","4,582","1,575"
53007,"35,421","29,608","12,475"
53009,"12,692","14,342","8,716"
53011,"13,312","14,736","4,434"
53013,"83,619","75,508","24,868"
53015,752,767,298
53017,"11,238","21,945","8,538"
53019,"4,627","7,527","4,948"
53021,"1,008","1,760",699
53023,"7,890","12,945","13,182"
53025,399,523,59
53027,"8,654","14,634","13,793"
53029,"7,774","16,961","5,970"
53031,"18,234","13,144","3,012"
53033,"9,542","5,434","1,352"
53035,"718,554","234,399","110,490"
53037,"54,911","39,876","10,011"
53039,"8,874","6,363","2,419"
53041,"3,678","4,172","2,028"
53043,"8,224","16,381","6,856"
53045,"1,644","2,336",648
53047,"8,297","14,179","5,639"
53049,"5,279","8,637","5,085"
53051,"2,692","5,128","1,833"
53053,"1,790","2,925","1,031"
53055,"140,235","155,638","49,757"
53057,"6,087","2,228",604
53059,"20,611","22,184","9,257"
53061,"1,855","2,331",779
53063,"158,484","125,148","42,540"
53065,"93,781","81,986","22,606"
53067,"5,590","10,319","3,137"
53069,"61,323","41,551","11,832"
53071,463,941,211
53073,"11,158","8,756","4,443"
53075,"44,605","32,580","11,966"
53077,"11,414","3,824",955
54000,"22,697","42,085","40,896"
54001,"253,706","524,971","190,148"
54003,"1,463","5,003","2,153"
54005,"15,169","28,207","9,561"
54007,"1,449","8,418","3,471"
54009,"1,277","5,349","1,986"
54011,"3,342","6,732","1,666"
54013,"16,810","20,488","8,331"
54015,648,"2,494","1,256"
54017,642,"2,976","1,781"
54019,881,"2,489","1,288"
54021,"4,270","14,391","5,930"
54023,962,"2,309","1,171"
54025,"1,197","4,008","1,560"
54027,"5,103","10,656","4,209"
54029,"1,921","8,391","3,388"
54031,"4,010","9,400","2,836"
54033,"1,491","4,786","2,002"
54035,"10,522","18,511","5,997"
54037,"3,646","8,431","2,770"
54039,"11,264","12,134","4,239"
54041,"34,280","50,781","16,283"
54043,"1,660","5,951","1,509"
54045,"1,360","6,654","3,150"
54047,"2,250","10,468","5,649"
54049,774,"6,753","5,274"
54051,"8,491","15,593","4,302"
54053,"3,765","10,770","2,526"
54055,"2,214","9,267","2,974"
54057,"8,441","16,788","7,352"
54059,"2,391","9,448","2,186"
54061,"1,784","7,415","4,688"
54063,"24,338","18,860","5,229"
54065,"1,324","4,940","1,848"
54067,"2,283","5,291","2,215"
54069,"2,844","8,541","3,039"
54071,"9,136","10,575","2,458"
54073,797,"2,650","1,040"
54075,744,"2,743",687
54077,"1,059","3,162",996
54079,"3,608","11,978","4,090"
54081,"9,975","15,255","3,206"
54083,"10,107","22,334","8,720"
54085,"3,870","9,761","3,637"
54087,751,"3,492","1,306"
54089,"1,208","4,700","2,259"
54091,"1,502","4,162","1,747"
54093,"2,273","5,189","1,730"
54095,737,"2,597",659
54097,899,"3,078",813
54099,"3,085","7,772","2,680"
54101,"3,754","11,953","6,013"
54103,588,"2,948","1,672"
54105,"1,233","5,492","1,944"
54107,400,"2,021",692
54109,"12,395","22,771","6,344"
55000,"1,319","7,645","3,636"
55001,"1,104,082","1,233,220","336,096"
55003,"2,045","6,928","2,050"
55005,"2,397","3,762",902
55007,"5,894","12,524","3,262"
55009,"3,344","3,428",629
55011,"47,954","53,096","14,605"
55013,"1,731","4,001",806
55015,"2,150","4,565",918
55017,"9,537","10,721","2,446"
55019,"8,529","16,723","3,486"
55021,"2,492","9,238","3,990"
55023,"9,035","13,963","2,879"
55025,"1,857","4,942","1,175"
55027,"165,150","61,833","15,989"
55029,"10,244","25,658","6,905"
55031,"6,717","6,971","1,365"
55033,"6,995","10,098","1,974"
55035,"7,204","9,376","1,930"
55037,"19,577","16,647","4,373"
55039,616,"1,347",252
55041,"15,451","26,711","5,939"
55043,915,"2,600",879
55045,"6,795","12,295","2,745"
55047,"5,867","9,795","2,014"
55049,"2,365","5,621","1,524"
55051,"3,824","5,995","1,090"
55053,919,"1,624",307
55055,"1,996","6,083","1,697"
55057,"13,406","20,385","5,068"
55059,"2,479","8,012","2,676"
55061,"27,233","35,715","11,053"
55063,"2,446","6,133","1,149"
55065,"24,115","19,604","4,066"
55067,"2,003","4,593","1,148"
55069,"2,286","6,006","1,442"
55071,"3,296","8,176","2,003"
55073,"11,216","23,109","5,192"
55075,"22,203","33,610","8,210"
55077,"4,369","12,977","2,598"
55078,"1,547","4,814","1,294"
55079,413,"1,053",268
55081,"185,226","173,824","81,522"
55083,"5,556","11,858","2,993"
55085,"4,408","11,965","2,615"
55087,"7,121","9,023","2,161"
55089,"33,807","40,970","7,873"
55091,"28,283","13,295","2,213"
55093,958,"2,207",477
55095,"7,113","8,618","1,359"
55097,"6,057","12,077","2,228"
55099,"13,580","14,652","3,040"
55101,"1,719","4,355","1,029"
55103,"31,651","41,515","14,748"
55105,"2,196","5,090","1,311"
55107,"22,500","39,535","11,476"
55109,"1,520","4,403","1,286"
55111,"19,317","15,520","2,454"
55113,"9,809","16,089","4,004"
55115,"2,678","4,205","1,077"
55117,"4,589","13,245","2,755"
55119,"18,867","29,499","6,683"
55121,"1,915","6,563","1,758"
55123,"3,889","7,944","2,137"
55125,"4,338","7,765","2,441"
55127,"4,440","5,160","1,250"
55129,"18,693","21,254","6,098"
55131,"2,540","4,460",971
55133,"27,369","28,318","5,649"
55135,"114,976","66,774","11,370"
55137,"6,569","16,014","3,401"
55139,"2,735","7,573","2,495"
55141,"30,437","38,466","8,936"
56000,"10,614","20,252","3,988"
56001,"100,674","112,932","29,451"
56003,"9,811","3,434",863
56005,"1,553","2,404",838
56007,"5,813","10,632","2,540"
56009,"2,157","3,692","1,017"
56011,"1,485","3,621",933
56013,"1,092","1,664",310
56015,"6,040","8,787","2,307"
56017,"2,173","2,808",794
56019,809,"1,000",306
56021,"1,541","2,010",309
56023,"17,797","17,075","4,320"
56025,"2,497","3,833",852
56027,"12,018","15,766","4,508"
56029,335,489,195
56031,"6,519","5,188","1,171"
56033,"1,246","2,045",612
56035,"6,339","5,239","1,291"
56037,"1,699","2,619",325
56039,"6,071","9,689","2,646"
56041,"9,101","2,673",784
56043,"2,374","4,774","1,351"
56045,"1,230","1,796",734
72000,974,"1,694",445
72001,"590,850","657,537","627,038"
72003,"2,342","3,105","4,737"
72005,"5,614","6,153","9,710"
72007,"9,386","10,515","11,853"
72009,"2,782","5,746","6,335"
72011,"3,488","5,759","4,389"
72013,"3,180","6,385","6,330"
72015,"13,469","19,087","16,524"
72017,"2,088","4,587","3,135"
72019,"2,795","5,562","4,306"
72021,"3,229","6,053","5,671"
72023,"37,737","31,966","27,786"
72025,"8,755","8,776","10,789"
72027,"27,844","24,760","19,275"
72029,"4,853","6,126","7,138"
72031,"6,369","9,775","8,299"
72033,"34,461","29,518","19,402"
72035,"3,728","5,074","4,732"
72037,"7,645","9,569","8,610"
72039,"1,485","2,862","2,112"
72041,"1,677","3,545","4,207"
72043,"6,509","9,081","6,767"
72045,"5,717","8,915","7,627"
72047,"1,654","4,216","5,138"
72049,"3,790","6,389","7,369"
72051,130,374,343
72053,"7,713","6,375","6,187"
72054,"5,032","7,372","5,048"
72055,907,"3,434","1,672"
72057,"1,806","4,597","4,039"
72059,"5,603","10,126","7,532"
72061,"2,738","3,946","3,845"
72063,"29,974","11,170","11,152"
72065,"10,837","7,494","6,720"
72067,"6,979","5,948","9,250"
72069,"2,791","3,494","3,271"
72071,"8,954","11,611","9,320"
72073,"6,091","9,083","9,120"
72075,"1,633","3,928","2,817"
72077,"6,995","10,057","8,642"
72079,"5,578","8,051","6,478"
72081,"2,650","4,429","6,539"
72083,"3,224","4,541","7,604"
72085,827,"1,860","2,868"
72087,"4,673","8,568","6,276"
72089,"2,359","7,181","4,561"
72091,"2,487","4,444","3,175"
72093,"6,222","7,398","8,207"
72095,426,"1,529","1,966"
72097,"1,268","1,953","2,820"
72099,"11,966","15,902","15,680"
72101,"4,752","8,006","8,606"
72103,"3,593","5,669","6,639"
72105,"3,429","5,024","5,647"
72107,"3,210","5,074","5,899"
72109,"2,216","4,761","5,250"
72111,"1,956","3,888","3,658"
72113,"2,712","4,402","4,169"
72115,"26,553","30,225","25,221"
72117,"2,750","4,907","5,077"
72119,"2,091","2,670","3,633"
72121,"7,132","11,774","8,597"
72123,"3,205","5,637","4,501"
72125,"3,409","6,708","5,378"
72127,"5,248","6,964","6,948"
72129,"88,745","54,957","54,381"
72131,"5,230","7,550","8,289"
72133,"4,810","6,748","10,637"
72135,"3,336","5,055","3,341"
72137,"15,511","11,851","10,053"
72139,"13,058","16,265","12,143"
72141,"16,858","11,541","7,873"
72143,"3,747","6,136","6,624"
72145,"5,033","6,199","8,636"
72147,"7,867","5,198","15,891"
72149,"1,175","2,219","1,903"
72151,"2,891","5,370","4,619"
72153,"4,071","6,330","7,912"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,